"","X","license","name","address","lon","lat","quadrant","subhood","year","firstYr"
"8081",8081,"ABRA088178","dc thai restaurant and bakery","1018 VERMONT AVE NW, Washington DC",-77.0336136,38.903237,"NW","Downtown",2014,2012
"8082",8082,"ABRA088178","dc thai restaurant and bakery","1018 VERMONT AVE NW, Washington DC",-77.0336136,38.903237,"NW","Downtown",2015,2012
"8083",8083,"ABRA088178","dc thai restaurant and bakery","1018 VERMONT AVE NW, Washington DC",-77.0336136,38.903237,"NW","Downtown",2016,2012
"8084",8084,"ABRA088179","all souls","725 T ST NW, Washington DC",-77.0227423,38.9157462,"NW","U Street",2014,2014
"8085",8085,"ABRA088179","all souls","725 T ST NW, Washington DC",-77.0227423,38.9157462,"NW","U Street",2015,2014
"8086",8086,"ABRA088179","all souls","725 T ST NW, Washington DC",-77.0227423,38.9157462,"NW","U Street",2016,2014
"8087",8087,"ABRA088224","hikari sushi & sake bar","644 H ST NE, Washington DC",-76.9966422,38.9003833,"NE","Near Northeast",2013,2013
"8088",8088,"ABRA088224","hikari sushi & sake bar","644 H ST NE, Washington DC",-76.9966422,38.9003833,"NE","Near Northeast",2014,2013
"8089",8089,"ABRA088224","hikari sushi & sake bar","644 H ST NE, Washington DC",-76.9966422,38.9003833,"NE","Near Northeast",2015,2013
"8090",8090,"ABRA088224","hikari sushi & sake bar","644 H ST NE, Washington DC",-76.9966422,38.9003833,"NE","Near Northeast",2016,2013
"8091",8091,"ABRA088243","le diplomate","1601 14TH ST NW, Washington DC",-77.0315844,38.9113604,"NW","Logan Circle",2013,2013
"8092",8092,"ABRA088243","le diplomate","1601 14TH ST NW, Washington DC",-77.0315844,38.9113604,"NW","Logan Circle",2014,2013
"8093",8093,"ABRA088243","le diplomate","1601 14TH ST NW, Washington DC",-77.0315844,38.9113604,"NW","Logan Circle",2015,2013
"8094",8094,"ABRA088243","le diplomate","1601 14TH ST NW, Washington DC",-77.0315844,38.9113604,"NW","Logan Circle",2016,2013
"8095",8095,"ABRA088258","matchbox","1901 14TH ST NW, Washington DC",-77.031573,38.915748,"NW","U Street",2012,2012
"8096",8096,"ABRA088258","matchbox","1901 14TH ST NW, Washington DC",-77.031573,38.915748,"NW","U Street",2013,2012
"8097",8097,"ABRA088258","matchbox","1901 14TH ST NW, Washington DC",-77.031573,38.915748,"NW","U Street",2014,2012
"8098",8098,"ABRA088258","matchbox","1901 14TH ST NW, Washington DC",-77.031573,38.915748,"NW","U Street",2015,2012
"8099",8099,"ABRA088258","matchbox","1901 14TH ST NW, Washington DC",-77.031573,38.915748,"NW","U Street",2016,2012
"8100",8100,"ABRA088262","cafe sorriso","2311 CALVERT ST NW, Washington DC",-77.0510011,38.9237633,"NW","Woodley Park",2012,2012
"8101",8101,"ABRA088262","cafe sorriso","2311 CALVERT ST NW, Washington DC",-77.0510011,38.9237633,"NW","Woodley Park",2013,2012
"8102",8102,"ABRA088262","cafe sorriso","2311 CALVERT ST NW, Washington DC",-77.0510011,38.9237633,"NW","Woodley Park",2014,2012
"8103",8103,"ABRA088262","cafe sorriso","2311 CALVERT ST NW, Washington DC",-77.0510011,38.9237633,"NW","Woodley Park",2015,2012
"8104",8104,"ABRA088262","cafe sorriso","2311 CALVERT ST NW, Washington DC",-77.0510011,38.9237633,"NW","Woodley Park",2016,2012
"8105",8105,"ABRA088264","maranon cafe","3521 14TH ST NW, Washington DC",-77.0324398,38.9355503,"NW","Columbia Heights",2012,2012
"8106",8106,"ABRA088273","black & orange","1931 14TH ST NW, Washington DC",-77.0315509,38.9166509,"NW","U Street",2012,2012
"8107",8107,"ABRA088273","black & orange","1931 14TH ST NW, Washington DC",-77.0315509,38.9166509,"NW","U Street",2013,2012
"8108",8108,"ABRA088273","black & orange","1931 14TH ST NW, Washington DC",-77.0315509,38.9166509,"NW","U Street",2014,2012
"8109",8109,"ABRA088273","black & orange","1931 14TH ST NW, Washington DC",-77.0315509,38.9166509,"NW","U Street",2015,2012
"8110",8110,"ABRA088274","izakaya seki","1117 V ST NW, Washington DC",-77.0277839,38.9182765,"NW","U Street",2012,2012
"8111",8111,"ABRA088274","izakaya seki","1117 V ST NW, Washington DC",-77.0277839,38.9182765,"NW","U Street",2013,2012
"8112",8112,"ABRA088274","izakaya seki","1117 V ST NW, Washington DC",-77.0277839,38.9182765,"NW","U Street",2014,2012
"8113",8113,"ABRA088274","izakaya seki","1117 V ST NW, Washington DC",-77.0277839,38.9182765,"NW","U Street",2015,2012
"8114",8114,"ABRA088274","izakaya seki","1117 V ST NW, Washington DC",-77.0277839,38.9182765,"NW","U Street",2016,2012
"8115",8115,"ABRA088282","wise eats cafe","2132 WISCONSIN AVE NW, Washington DC",-77.0704109,38.918465,"NW","Glover Park",2012,2012
"8116",8116,"ABRA088282.1","cafe romeo's","2132 WISCONSIN AVE NW, Washington DC",-77.0704109,38.918465,"NW","Glover Park",2012,2012
"8117",8117,"ABRA088282.1","cafe romeo's","2132 WISCONSIN AVE NW, Washington DC",-77.0704109,38.918465,"NW","Glover Park",2013,2012
"8118",8118,"ABRA088282.1","cafe romeo's","2132 WISCONSIN AVE NW, Washington DC",-77.0704109,38.918465,"NW","Glover Park",2014,2012
"8119",8119,"ABRA088282.1","cafe romeo's","2132 WISCONSIN AVE NW, Washington DC",-77.0704109,38.918465,"NW","Glover Park",2015,2012
"8120",8120,"ABRA088282.1","cafe romeo's","2132 WISCONSIN AVE NW, Washington DC",-77.0704109,38.918465,"NW","Glover Park",2016,2012
"8121",8121,"ABRA088283","southern hospitality","1813 ADAMS MILL RD NW, Washington DC",-77.0426118,38.9232094,"NW","Lanier Heights",2012,2012
"8122",8122,"ABRA088283","southern hospitality","1813 ADAMS MILL RD NW, Washington DC",-77.0426118,38.9232094,"NW","Lanier Heights",2013,2012
"8123",8123,"ABRA088283","southern hospitality","1813 ADAMS MILL RD NW, Washington DC",-77.0426118,38.9232094,"NW","Lanier Heights",2014,2012
"8124",8124,"ABRA088283","southern hospitality","1813 ADAMS MILL RD NW, Washington DC",-77.0426118,38.9232094,"NW","Lanier Heights",2015,2012
"8125",8125,"ABRA088283","southern hospitality","1813 ADAMS MILL RD NW, Washington DC",-77.0426118,38.9232094,"NW","Lanier Heights",2016,2012
"8126",8126,"ABRA088290","climax restaurant & hookah bar","900 FLORIDA AVE NW, Washington DC",-77.0242568,38.917733,"NW","U Street",2012,2012
"8127",8127,"ABRA088290","climax restaurant & hookah bar","900 FLORIDA AVE NW, Washington DC",-77.0242568,38.917733,"NW","U Street",2013,2012
"8128",8128,"ABRA088290","climax restaurant & hookah bar","900 FLORIDA AVE NW, Washington DC",-77.0242568,38.917733,"NW","U Street",2014,2012
"8129",8129,"ABRA088290","climax restaurant & hookah bar","900 FLORIDA AVE NW, Washington DC",-77.0242568,38.917733,"NW","U Street",2015,2012
"8130",8130,"ABRA088290","climax restaurant & hookah bar","900 FLORIDA AVE NW, Washington DC",-77.0242568,38.917733,"NW","U Street",2016,2012
"8131",8131,"ABRA088296","daikaya","705 6TH ST NW, Washington DC",-77.019589,38.898603,"NW","Downtown",2013,2013
"8132",8132,"ABRA088296","daikaya","705 6TH ST NW, Washington DC",-77.019589,38.898603,"NW","Downtown",2014,2013
"8133",8133,"ABRA088296","daikaya","705 6TH ST NW, Washington DC",-77.019589,38.898603,"NW","Downtown",2015,2013
"8134",8134,"ABRA088296","daikaya","705 6TH ST NW, Washington DC",-77.019589,38.898603,"NW","Downtown",2016,2013
"8135",8135,"ABRA088303","duplex diner","2004 18th ST NW, Washington DC",-77.0418772,38.9172157,"NW","Washington Heights",2012,2012
"8136",8136,"ABRA088303","duplex diner","2004 18th ST NW, Washington DC",-77.0418772,38.9172157,"NW","Washington Heights",2013,2012
"8137",8137,"ABRA088303","duplex diner","2004 18th ST NW, Washington DC",-77.0418772,38.9172157,"NW","Washington Heights",2014,2012
"8138",8138,"ABRA088303","duplex diner","2004 18th ST NW, Washington DC",-77.0418772,38.9172157,"NW","Washington Heights",2015,2012
"8139",8139,"ABRA088303","duplex diner","2004 18th ST NW, Washington DC",-77.0418772,38.9172157,"NW","Washington Heights",2016,2012
"8140",8140,"ABRA088333","the pinch","3548 14TH ST NW, Washington DC",-77.033147,38.935853,"NW","Columbia Heights",2012,2012
"8141",8141,"ABRA088333","the pinch","3548 14TH ST NW, Washington DC",-77.033147,38.935853,"NW","Columbia Heights",2013,2012
"8142",8142,"ABRA088333","the pinch","3548 14TH ST NW, Washington DC",-77.033147,38.935853,"NW","Columbia Heights",2014,2012
"8143",8143,"ABRA088333","the pinch","3548 14TH ST NW, Washington DC",-77.033147,38.935853,"NW","Columbia Heights",2015,2012
"8144",8144,"ABRA088333","the pinch","3548 14TH ST NW, Washington DC",-77.033147,38.935853,"NW","Columbia Heights",2016,2012
"8145",8145,"ABRA088347","king of kabob","1018 VERMONT AVE NW, Washington DC",-77.0336136,38.903237,"NW","Downtown",2012,2012
"8146",8146,"ABRA088347","king of kabob","1018 VERMONT AVE NW, Washington DC",-77.0336136,38.903237,"NW","Downtown",2013,2012
"8147",8147,"ABRA088409","mad momos","3605 14TH ST NW, Washington DC",-77.0323873,38.9364186,"NW","Columbia Heights",2012,2012
"8148",8148,"ABRA088409","mad momos","3605 14TH ST NW, Washington DC",-77.0323873,38.9364186,"NW","Columbia Heights",2013,2012
"8149",8149,"ABRA088409","mad momos","3605 14TH ST NW, Washington DC",-77.0323873,38.9364186,"NW","Columbia Heights",2014,2012
"8150",8150,"ABRA088409","mad momos","3605 14TH ST NW, Washington DC",-77.0323873,38.9364186,"NW","Columbia Heights",2015,2012
"8151",8151,"ABRA088441","st. arnold's mussel bar","3433 CONNECTICUT AVE NW, Washington DC",-77.0579736,38.9353295,"NW","Cleveland Park",2012,2012
"8152",8152,"ABRA088441","st. arnold's mussel bar","3433 CONNECTICUT AVE NW, Washington DC",-77.0579736,38.9353295,"NW","Cleveland Park",2013,2012
"8153",8153,"ABRA088441","st. arnold's mussel bar","3433 CONNECTICUT AVE NW, Washington DC",-77.0579736,38.9353295,"NW","Cleveland Park",2014,2012
"8154",8154,"ABRA088441","st. arnold's mussel bar","3433 CONNECTICUT AVE NW, Washington DC",-77.0579736,38.9353295,"NW","Cleveland Park",2015,2012
"8155",8155,"ABRA088441","st. arnold's mussel bar","3433 CONNECTICUT AVE NW, Washington DC",-77.0579736,38.9353295,"NW","Cleveland Park",2016,2012
"8156",8156,"ABRA088476","taqueria distrito federal","805 Kennedy ST NW, Washington DC",-77.0244503,38.9564677,"NW","Brightwood Park",2012,2012
"8157",8157,"ABRA088476","taqueria distrito federal","805 Kennedy ST NW, Washington DC",-77.0244503,38.9564677,"NW","Brightwood Park",2013,2012
"8158",8158,"ABRA088476","taqueria distrito federal","805 Kennedy ST NW, Washington DC",-77.0244503,38.9564677,"NW","Brightwood Park",2014,2012
"8159",8159,"ABRA088476","taqueria distrito federal","805 Kennedy ST NW, Washington DC",-77.0244503,38.9564677,"NW","Brightwood Park",2015,2012
"8160",8160,"ABRA088476","taqueria distrito federal","805 Kennedy ST NW, Washington DC",-77.0244503,38.9564677,"NW","Brightwood Park",2016,2012
"8161",8161,"ABRA088497","young chow asian restaurant","312 PENNSYLVANIA AVE SE, Washington DC",-77.001502,38.887206,"SE","Capitol Hill",2012,2012
"8162",8162,"ABRA088497","young chow asian restaurant","312 PENNSYLVANIA AVE SE, Washington DC",-77.001502,38.887206,"SE","Capitol Hill",2013,2012
"8163",8163,"ABRA088497","young chow asian restaurant","312 PENNSYLVANIA AVE SE, Washington DC",-77.001502,38.887206,"SE","Capitol Hill",2014,2012
"8164",8164,"ABRA088497","young chow asian restaurant","312 PENNSYLVANIA AVE SE, Washington DC",-77.001502,38.887206,"SE","Capitol Hill",2015,2012
"8165",8165,"ABRA088497","young chow asian restaurant","312 PENNSYLVANIA AVE SE, Washington DC",-77.001502,38.887206,"SE","Capitol Hill",2016,2012
"8166",8166,"ABRA088503","the silver spork","WASHINGTON, DC, Washington DC",-77.0368707,38.9071923,"NW","Dupont Circle",2012,2012
"8167",8167,"ABRA088503","the silver spork","WASHINGTON, DC, Washington DC",-77.0368707,38.9071923,"NW","Dupont Circle",2013,2012
"8168",8168,"ABRA088504","etto","1541 14TH ST NW, Washington DC",-77.031618,38.910967,"NW","Logan Circle",2013,2013
"8169",8169,"ABRA088504","etto","1541 14TH ST NW, Washington DC",-77.031618,38.910967,"NW","Logan Circle",2014,2013
"8170",8170,"ABRA088504","etto","1541 14TH ST NW, Washington DC",-77.031618,38.910967,"NW","Logan Circle",2015,2013
"8171",8171,"ABRA088504","etto","1541 14TH ST NW, Washington DC",-77.031618,38.910967,"NW","Logan Circle",2016,2013
"8172",8172,"ABRA088527","lupo verde","1401 T ST NW, Washington DC",-77.0321969,38.9157099,"NW","U Street",2014,2014
"8173",8173,"ABRA088527","lupo verde","1401 T ST NW, Washington DC",-77.0321969,38.9157099,"NW","U Street",2015,2014
"8174",8174,"ABRA088527","lupo verde","1401 T ST NW, Washington DC",-77.0321969,38.9157099,"NW","U Street",2016,2014
"8175",8175,"ABRA088557","sushi sai","4221 A CONNECTICUT AVE NW, Washington DC",-77.0629988,38.9437551,"NW","Forest Hills",2012,2012
"8176",8176,"ABRA088557","sushi sai","4221 A CONNECTICUT AVE NW, Washington DC",-77.0629988,38.9437551,"NW","Forest Hills",2013,2012
"8177",8177,"ABRA088557","sushi sai","4221 A CONNECTICUT AVE NW, Washington DC",-77.0629988,38.9437551,"NW","Forest Hills",2014,2012
"8178",8178,"ABRA088557","sushi sai","4221 A CONNECTICUT AVE NW, Washington DC",-77.0629988,38.9437551,"NW","Forest Hills",2015,2012
"8179",8179,"ABRA088557","sushi sai","4221 A CONNECTICUT AVE NW, Washington DC",-77.0629988,38.9437551,"NW","Forest Hills",2016,2012
"8180",8180,"ABRA088564","menomale, llc","2711 12TH ST NE, Washington DC",-76.9901519,38.92485,"NE","Brookland",2012,2012
"8181",8181,"ABRA088564","menomale, llc","2711 12TH ST NE, Washington DC",-76.9901519,38.92485,"NE","Brookland",2013,2012
"8182",8182,"ABRA088564","menomale, llc","2711 12TH ST NE, Washington DC",-76.9901519,38.92485,"NE","Brookland",2014,2012
"8183",8183,"ABRA088564","menomale, llc","2711 12TH ST NE, Washington DC",-76.9901519,38.92485,"NE","Brookland",2015,2012
"8184",8184,"ABRA088564","menomale, llc","2711 12TH ST NE, Washington DC",-76.9901519,38.92485,"NE","Brookland",2016,2012
"8185",8185,"ABRA088569","shaws tavern","520 FLORIDA AVE NW, Washington DC",-77.0197208,38.9152178,"NW","Shaw",2012,2012
"8186",8186,"ABRA088569","shaws tavern","520 FLORIDA AVE NW, Washington DC",-77.0197208,38.9152178,"NW","Shaw",2013,2012
"8187",8187,"ABRA088569","shaws tavern","520 FLORIDA AVE NW, Washington DC",-77.0197208,38.9152178,"NW","Shaw",2014,2012
"8188",8188,"ABRA088569","shaws tavern","520 FLORIDA AVE NW, Washington DC",-77.0197208,38.9152178,"NW","Shaw",2015,2012
"8189",8189,"ABRA088569","shaws tavern","520 FLORIDA AVE NW, Washington DC",-77.0197208,38.9152178,"NW","Shaw",2016,2012
"8190",8190,"ABRA088592","hr-57","1007 H ST NE, Washington DC",-76.9922241,38.8999823,"NE","Near Northeast",2012,2012
"8191",8191,"ABRA088592","hr-57","1007 H ST NE, Washington DC",-76.9922241,38.8999823,"NE","Near Northeast",2013,2012
"8192",8192,"ABRA088592","hr-57","1007 H ST NE, Washington DC",-76.9922241,38.8999823,"NE","Near Northeast",2014,2012
"8193",8193,"ABRA088603","impala cantina y taqueria","1358 H ST NE, Washington DC",-76.9863417,38.9004275,"NE","Near Northeast",2014,2014
"8194",8194,"ABRA088603","impala cantina y taqueria","1358 H ST NE, Washington DC",-76.9863417,38.9004275,"NE","Near Northeast",2015,2014
"8195",8195,"ABRA088603","impala cantina y taqueria","1358 H ST NE, Washington DC",-76.9863417,38.9004275,"NE","Near Northeast",2016,2014
"8196",8196,"ABRA088623","dc conscious cafe","1413 H ST NE, Washington DC",-76.9850079,38.899987,"NE","Near Northeast",2014,2014
"8197",8197,"ABRA088623","dc conscious cafe","1413 H ST NE, Washington DC",-76.9850079,38.899987,"NE","Near Northeast",2015,2014
"8198",8198,"ABRA088623","dc conscious cafe","1413 H ST NE, Washington DC",-76.9850079,38.899987,"NE","Near Northeast",2016,2014
"8199",8199,"ABRA088675","souk restaurant","1208 H ST NE, Washington DC",-76.9897893,38.9003906,"NE","Near Northeast",2012,2012
"8200",8200,"ABRA088675","souk restaurant","1208 H ST NE, Washington DC",-76.9897893,38.9003906,"NE","Near Northeast",2013,2012
"8201",8201,"ABRA088675","souk restaurant","1208 H ST NE, Washington DC",-76.9897893,38.9003906,"NE","Near Northeast",2014,2012
"8202",8202,"ABRA088675.1","kitty's saloon","1208 H ST NE, Washington DC",-76.9897893,38.9003906,"NE","Near Northeast",2015,2015
"8203",8203,"ABRA088675.1","kitty's saloon","1208 H ST NE, Washington DC",-76.9897893,38.9003906,"NE","Near Northeast",2016,2015
"8204",8204,"ABRA088683","doi moi","1800 14TH ST NW, Washington DC",-77.0322091,38.9143611,"NW","U Street",2014,2014
"8205",8205,"ABRA088683","doi moi","1800 14TH ST NW, Washington DC",-77.0322091,38.9143611,"NW","U Street",2015,2014
"8206",8206,"ABRA088683","doi moi","1800 14TH ST NW, Washington DC",-77.0322091,38.9143611,"NW","U Street",2016,2014
"8207",8207,"ABRA088683.1","2 birds 1 stone","1800 14TH ST NW, Washington DC",-77.0322091,38.9143611,"NW","U Street",2014,2014
"8208",8208,"ABRA088683.1","2 birds 1 stone","1800 14TH ST NW, Washington DC",-77.0322091,38.9143611,"NW","U Street",2015,2014
"8209",8209,"ABRA088683.1","2 birds 1 stone","1800 14TH ST NW, Washington DC",-77.0322091,38.9143611,"NW","U Street",2016,2014
"8210",8210,"ABRA088757","el don restaurant","4403 14th ST NW, Washington DC",-77.0326825,38.944156,"NW","16th Street Heights",2012,2012
"8211",8211,"ABRA088757","el don restaurant","4403 14th ST NW, Washington DC",-77.0326825,38.944156,"NW","16th Street Heights",2013,2012
"8212",8212,"ABRA088757","el don restaurant","4403 14th ST NW, Washington DC",-77.0326825,38.944156,"NW","16th Street Heights",2014,2012
"8213",8213,"ABRA088757","el don restaurant","4403 14th ST NW, Washington DC",-77.0326825,38.944156,"NW","16th Street Heights",2015,2012
"8214",8214,"ABRA088757","el don restaurant","4403 14th ST NW, Washington DC",-77.0326825,38.944156,"NW","16th Street Heights",2016,2012
"8215",8215,"ABRA088779","cusbah","1128 H ST NE, Washington DC",-76.9904657,38.9003755,"NE","Near Northeast",2012,2012
"8216",8216,"ABRA088779","cusbah","1128 H ST NE, Washington DC",-76.9904657,38.9003755,"NE","Near Northeast",2013,2012
"8217",8217,"ABRA088779","cusbah","1128 H ST NE, Washington DC",-76.9904657,38.9003755,"NE","Near Northeast",2014,2012
"8218",8218,"ABRA088779","cusbah","1128 H ST NE, Washington DC",-76.9904657,38.9003755,"NE","Near Northeast",2015,2012
"8219",8219,"ABRA088779","cusbah","1128 H ST NE, Washington DC",-76.9904657,38.9003755,"NE","Near Northeast",2016,2012
"8220",8220,"ABRA088785","ghibellina","1610 14TH ST NW, Washington DC",-77.0323347,38.9115306,"NW","Logan Circle",2014,2014
"8221",8221,"ABRA088785","ghibellina","1610 14TH ST NW, Washington DC",-77.0323347,38.9115306,"NW","Logan Circle",2015,2014
"8222",8222,"ABRA088785","ghibellina","1610 14TH ST NW, Washington DC",-77.0323347,38.9115306,"NW","Logan Circle",2016,2014
"8223",8223,"ABRA088785.1","sotto","1610 14TH ST NW, Washington DC",-77.0323347,38.9115306,"NW","Logan Circle",2015,2015
"8224",8224,"ABRA088785.1","sotto","1610 14TH ST NW, Washington DC",-77.0323347,38.9115306,"NW","Logan Circle",2016,2015
"8225",8225,"ABRA088787","maraki restaurant & lounge","1930 9TH ST NW, Washington DC",-77.0242852,38.9164321,"NW","U Street",2012,2012
"8226",8226,"ABRA088787","maraki restaurant & lounge","1930 9TH ST NW, Washington DC",-77.0242852,38.9164321,"NW","U Street",2013,2012
"8227",8227,"ABRA088787","maraki restaurant & lounge","1930 9TH ST NW, Washington DC",-77.0242852,38.9164321,"NW","U Street",2014,2012
"8228",8228,"ABRA088787","maraki restaurant & lounge","1930 9TH ST NW, Washington DC",-77.0242852,38.9164321,"NW","U Street",2015,2012
"8229",8229,"ABRA088809","zuppa fresca","250 K ST NE, Washington DC",-77.0024768,38.9030971,"NE","NoMa",2012,2012
"8230",8230,"ABRA088816","carving room","300 MASSACHUSETTS AVE NW, Washington DC",-77.0158252,38.8994712,"NW","Downtown",2013,2013
"8231",8231,"ABRA088816","carving room","300 MASSACHUSETTS AVE NW, Washington DC",-77.0158252,38.8994712,"NW","Downtown",2014,2013
"8232",8232,"ABRA088816","carving room","300 MASSACHUSETTS AVE NW, Washington DC",-77.0158252,38.8994712,"NW","Downtown",2015,2013
"8233",8233,"ABRA088816","carving room","300 MASSACHUSETTS AVE NW, Washington DC",-77.0158252,38.8994712,"NW","Downtown",2016,2013
"8234",8234,"ABRA088831","dgs delicatessen","1317 CONNECTICUT AVE NW, Washington DC",-77.0419663,38.907846,"NW","Dupont Circle",2012,2012
"8235",8235,"ABRA088831","dgs delicatessen","1317 CONNECTICUT AVE NW, Washington DC",-77.0419663,38.907846,"NW","Dupont Circle",2013,2012
"8236",8236,"ABRA088831","dgs delicatessen","1317 CONNECTICUT AVE NW, Washington DC",-77.0419663,38.907846,"NW","Dupont Circle",2014,2012
"8237",8237,"ABRA088831","dgs delicatessen","1317 CONNECTICUT AVE NW, Washington DC",-77.0419663,38.907846,"NW","Dupont Circle",2015,2012
"8238",8238,"ABRA088831","dgs delicatessen","1317 CONNECTICUT AVE NW, Washington DC",-77.0419663,38.907846,"NW","Dupont Circle",2016,2012
"8239",8239,"ABRA088837","mayfair & pine","2218 WISCONSIN AVE NW, Washington DC",-77.0713275,38.9195584,"NW","Glover Park",2012,2012
"8240",8240,"ABRA088837","mayfair & pine","2218 WISCONSIN AVE NW, Washington DC",-77.0713275,38.9195584,"NW","Glover Park",2013,2012
"8241",8241,"ABRA088837","mayfair & pine","2218 WISCONSIN AVE NW, Washington DC",-77.0713275,38.9195584,"NW","Glover Park",2014,2012
"8242",8242,"ABRA088837","mayfair & pine","2218 WISCONSIN AVE NW, Washington DC",-77.0713275,38.9195584,"NW","Glover Park",2015,2012
"8243",8243,"ABRA088850","lime fresh mexican grill #6312","3100 14th ST NW, STE 104, Washington DC",-77.0331937,38.929591,"NW","Columbia Heights",2012,2012
"8244",8244,"ABRA088850","lime fresh mexican grill #6312","3100 14th ST NW, STE 104, Washington DC",-77.0331937,38.929591,"NW","Columbia Heights",2013,2012
"8245",8245,"ABRA088870","dulcinea bar and grill","2618 GEORGIA AVE NW, Washington DC",-77.0229119,38.924755,"NW","Pleasant Plains",2012,2012
"8246",8246,"ABRA088870","dulcinea bar and grill","2618 GEORGIA AVE NW, Washington DC",-77.0229119,38.924755,"NW","Pleasant Plains",2013,2012
"8247",8247,"ABRA088870","dulcinea bar and grill","2618 GEORGIA AVE NW, Washington DC",-77.0229119,38.924755,"NW","Pleasant Plains",2014,2012
"8248",8248,"ABRA088870","dulcinea bar and grill","2618 GEORGIA AVE NW, Washington DC",-77.0229119,38.924755,"NW","Pleasant Plains",2015,2012
"8249",8249,"ABRA088870","dulcinea bar and grill","2618 GEORGIA AVE NW, Washington DC",-77.0229119,38.924755,"NW","Pleasant Plains",2016,2012
"8250",8250,"ABRA088924","koffee's lounge","WASHINGTON, DC, Washington DC",-77.0368707,38.9071923,"NW","Dupont Circle",2012,2012
"8251",8251,"ABRA088924","koffee's lounge","WASHINGTON, DC, Washington DC",-77.0368707,38.9071923,"NW","Dupont Circle",2013,2012
"8252",8252,"ABRA088954","panas gourmet empanadas","2029 P ST NW, Washington DC",-77.046222,38.9098284,"NW","Dupont Circle",2012,2012
"8253",8253,"ABRA088954","panas gourmet empanadas","2029 P ST NW, Washington DC",-77.046222,38.9098284,"NW","Dupont Circle",2013,2012
"8254",8254,"ABRA088954","panas gourmet empanadas","2029 P ST NW, Washington DC",-77.046222,38.9098284,"NW","Dupont Circle",2014,2012
"8255",8255,"ABRA089019","merkato ethiopian restaurant","1909 9th ST NW, Washington DC",-77.0237019,38.9160513,"NW","U Street",2012,2012
"8256",8256,"ABRA089019","merkato ethiopian restaurant","1909 9th ST NW, Washington DC",-77.0237019,38.9160513,"NW","U Street",2013,2012
"8257",8257,"ABRA089019","merkato ethiopian restaurant","1909 9th ST NW, Washington DC",-77.0237019,38.9160513,"NW","U Street",2014,2012
"8258",8258,"ABRA089030","chez aunty libe restaurant","6115 GEORGIA AVE NW, Washington DC",-77.0274639,38.9642759,"NW","Brightwood",2012,2012
"8259",8259,"ABRA089123","watershed","1225 1st ST NE, Washington DC",-77.0055746,38.906153,"NE","NoMa",2012,2012
"8260",8260,"ABRA089123","watershed","1225 1st ST NE, Washington DC",-77.0055746,38.906153,"NE","NoMa",2013,2012
"8261",8261,"ABRA089123","watershed","1225 1st ST NE, Washington DC",-77.0055746,38.906153,"NE","NoMa",2014,2012
"8262",8262,"ABRA089123","watershed","1225 1st ST NE, Washington DC",-77.0055746,38.906153,"NE","NoMa",2015,2012
"8263",8263,"ABRA089126","il parco","202 M ST SE, Washington DC",-77.0031168,38.8770973,"SE","Near South East",2014,2014
"8264",8264,"ABRA089126","il parco","202 M ST SE, Washington DC",-77.0031168,38.8770973,"SE","Near South East",2015,2014
"8265",8265,"ABRA089126","il parco","202 M ST SE, Washington DC",-77.0031168,38.8770973,"SE","Near South East",2016,2014
"8266",8266,"ABRA089141","willie's sports brew & que","300 Tingey ST SE, Washington DC",-77.0012686,38.8752103,"SE","Near South East",2014,2014
"8267",8267,"ABRA089141","willie's sports brew & que","300 Tingey ST SE, Washington DC",-77.0012686,38.8752103,"SE","Near South East",2015,2014
"8268",8268,"ABRA089141","willie's sports brew & que","300 Tingey ST SE, Washington DC",-77.0012686,38.8752103,"SE","Near South East",2016,2014
"8269",8269,"ABRA089158","h & pizza","1118 H ST NE, Washington DC",-76.9907778,38.9004125,"NE","Near Northeast",2012,2012
"8270",8270,"ABRA089158","h & pizza","1118 H ST NE, Washington DC",-76.9907778,38.9004125,"NE","Near Northeast",2013,2012
"8271",8271,"ABRA089158","h & pizza","1118 H ST NE, Washington DC",-76.9907778,38.9004125,"NE","Near Northeast",2014,2012
"8272",8272,"ABRA089158","h & pizza","1118 H ST NE, Washington DC",-76.9907778,38.9004125,"NE","Near Northeast",2015,2012
"8273",8273,"ABRA089158","h & pizza","1118 H ST NE, Washington DC",-76.9907778,38.9004125,"NE","Near Northeast",2016,2012
"8274",8274,"ABRA089161","kangaroo boxing club","3410 11TH ST NW, Washington DC",-77.028545,38.9321621,"NW","Columbia Heights",2012,2012
"8275",8275,"ABRA089161","kangaroo boxing club","3410 11TH ST NW, Washington DC",-77.028545,38.9321621,"NW","Columbia Heights",2013,2012
"8276",8276,"ABRA089161","kangaroo boxing club","3410 11TH ST NW, Washington DC",-77.028545,38.9321621,"NW","Columbia Heights",2014,2012
"8277",8277,"ABRA089161","kangaroo boxing club","3410 11TH ST NW, Washington DC",-77.028545,38.9321621,"NW","Columbia Heights",2015,2012
"8278",8278,"ABRA089161","kangaroo boxing club","3410 11TH ST NW, Washington DC",-77.028545,38.9321621,"NW","Columbia Heights",2016,2012
"8279",8279,"ABRA089186","the showtime","113 RHODE ISLAND AVE NW, Washington DC",-77.012756,38.915808,"NW","Bloomingdale",2013,2013
"8280",8280,"ABRA089186","the showtime","113 RHODE ISLAND AVE NW, Washington DC",-77.012756,38.915808,"NW","Bloomingdale",2014,2013
