,street,LICENSE..,STATUS,APPLICANT,TRADE.NAME,ADDRESS,SMD,CLASS,DESCRIPTION,YelpCorrect,Selection.DATE,Month.Sort,FY.Sort,Applicant,Owner.Name
1290,3110 MOUNT PLEASANT ST NW,"ABRA‐
074630",Active,"Pupuseria San Miguel, 
Inc.",Pupuseria San Miguel,"3110 MOUNT PLEASANT ST, NW, 
WASHINGTON, DC 20010","SMD 
1D04",D,Restaurant,2007,NOV 2010,201011,FY2010,NEFTALI MELGAR VASQUEZ,NEFTALI MELGAR
1292,3118 GEORGIA AVE NW,"ABRA‐
094321",Active,"Colony Club, LLC",Colony Club,"3118 GEORGIA AVE, NW, 
WASHINGTON, DC 20010","SMD 
1A10",C,Tavern,2015,JUN 2010,201006,FY2010,MA-MA'S SOUTHERN CUISINE LLC,MCKINNEY ARTHUR L
1299,3155 MOUNT PLEASANT ST NW,"ABRA‐
090797",Active,"Radius Pizza, LLC",Radius,"3155 MOUNT PLEASANT ST, NW, 
#101, WASHINGTON, DC 20010","SMD 
1D04",C,Restaurant,,JUL 2004,200407,FY2004,,"JGJ PROPERTIES, LLC"
1307,3201 MOUNT PLEASANT ST NW,"ABRA‐
077454",Active,Marleny's Restaurant Inc.,"Marleny's Restaurant & 
Carryout","3201 MOUNT PLEASANT ST, NW, 
WASHINGTON, DC 20010","SMD 
1D04",C,Restaurant,,JAN 2008,200801,FY2008,,DELEON
1316,3201 NEW MEXICO AVE NW,"ABRA‐
092731",Active,Wagshal's 3201 LLC,Wagshal's,"3201 NEW MEXICO AVE, NW, 
WASHINGTON, DC 20016","SMD 
3D08",D,Restaurant,2006,MAY 2008,200805,FY2008,,AMERICAN UNIV.
1317,3201 NEW MEXICO AVE NW,"ABRA‐
087728",Active,"Golden Eagle, Inc.",Al Dente,"3201 NEW MEXICO AVE, NW, 
WASHINGTON, DC 20016","SMD 
3D08",C,Restaurant,,SEP 2012,201209,FY2012,"GOLDEN EAGLE, INC.",THE AMERICAN UNIVERSITY
1320,3201 NEW MEXICO AVE NW,"ABRA‐
060249",Active,"Chef Geoff's, Inc.",Chef Geoff's,"3201 NEW MEXICO AVE, NW, 
WASHINGTON, DC 20016","SMD 
3D08",C,Restaurant,2006,MAY 2008,200805,FY2008,,AMERICAN UNIV.
1330,3234 11TH ST NW,"ABRA‐
079568",Active,Room 11 LLC,Room 11,"3234 11TH ST, NW, 
WASHINGTON, DC 20010","SMD 
1A06",C,Tavern,,JUL 2009,200907,FY2009,,FRANKLIN A HALL
1335,3251 PROSPECT ST NW,"ABRA‐
017247",Active,Prospect Cafe Milano Inc.,Cafe Milano,"3251 PROSPECT ST, NW, 
WASHINGTON, DC 20007","SMD 
2E03",C,Restaurant,,MAR 2002,200203,FY2002,,GEORGETOWN PROSPECT PL ASSOC.
1336,3251 PROSPECT ST NW,"ABRA‐
085973",Active,"Mai Thai of Georgetown , 
LLC",Mai Thai of Georgetown,"3251 PROSPECT ST, NW, #C‐2, 
WASHINGTON, DC 20007","SMD 
2E03",C,Restaurant,,MAR 2002,200203,FY2002,,GEORGETOWN PROSPECT PL ASSOC.
1337,3251 PROSPECT ST NW,"ABRA‐
078058",Active,"Prospect Dining, LLC",Chinese Disco,"3251 PROSPECT ST, NW, UNIT CS
1, WASHINGTON, DC 20007","SMD 
2E03",C,Restaurant,2014,MAR 2002,200203,FY2002,,GEORGETOWN PROSPECT PL ASSOC.
1339,327 7TH ST SE,"ABRA‐
060422",Active,"La Goulu, Inc.",Montmartre/7th Hill,"327 7TH ST, SE, WASHINGTON, 
DC 20003","SMD 
6B02",C,Restaurant,,MAR 2002,200203,FY2002,,327 7TH STREET SE
1344,3287 M ST NW,"ABRA‐
023471",Active,"Wing Fu, Corp.",Harmony Cafe,"3287 M ST, NW, WASHINGTON, 
DC 20007","SMD 
2E05",C,Restaurant,2006,JUN 2007,200706,FY2007,,"M & POTOMAC STREET ASSOCIATES, LLP."
1347,3287 M ST NW,"ABRA‐
095632",Active,"NPB Group, LLC",Georgetown Piano Bar,"3287 M ST, NW, WASHINGTON, 
DC 20007","SMD 
2E05",C,Tavern,,SEP 2014,201409,FY2014,,M& POTOMAC STREETS ASSOCIATES
1349,329 PENNSYLVANIA AVE SE,"ABRA‐
088059",Active,"Hawk N' Dove 
Entertainment, LLC",Hawk N' Dove,"329 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003","SMD 
6B01",C,Tavern,,SEP 2002,200209,FY2002,,STEWART LONG
1351,3301 12TH ST NE,"ABRA‐
098880",Active,"ANOTHER CUP OF 
DREAMS  LLC",Serendipity,"3301 12TH ST, NE, 
WASHINGTON, DC 20017","SMD 
5B04",C,Tavern,,JUL 2014,201407,FY2014,,LEGACY PROPERTIES LLC
1353,3312 WISCONSIN AVE NW,"ABRA‐
097957",Active,"Raku at Cathedral 
Commons LLC",Raku,"3312 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3C07",C,Restaurant,,JUN 2015,201506,FY2015,,"CATHEDRAL COMMONS PARTNERS, LLC"
1358,3321 CONNECTICUT AVE NW,"ABRA‐
096458",Active,"La Cucina Biologica, ll",Coppi's  Organic Restaurant,"3321 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C04",C,Restaurant,,OCT 2014,201410,FY2014,,FRANK J TROPEA
1360,3345 14TH ST NW,"ABRA‐
094140",Active,EL TIO DC INC,EL TIO,"3345 14TH ST, NW, 
WASHINGTON, DC 20010","SMD 
1A05",C,Restaurant,,FEB 2014,201402,FY2014,,DISTRICT OF COLUMBIA
1365,3400 11TH ST NW,"ABRA‐
080606",Active,"Notta Bike or Bar, LLC",Meridian Pint,"3400 11TH ST, NW, 
WASHINGTON, DC 20011","SMD 
1A06",C,Tavern,,JUN 2010,201006,FY2010,"NOTTA BIKE OR BAR, LLC",3DG/3400 11TH ST LLC
1366,3401 K ST NW,"ABRA‐
085367",Active,Bakhtar Group LLC,Malmaison,"3401 K ST, NW, WASHINGTON, 
DC 20007","SMD 
2E05",C,Restaurant,2012,JAN 2013,201301,FY2013,"BAKHTAR GROUP, LLC",WHITEHURST ASSOCIATES LTD PRTNRSHP
1367,3401 K ST NW,"ABRA‐
090582",Active,"Gypsy Sally's Acoustic 
Tavern, LLC",Gypsy Sally's,"3401 K ST, NW, WASHINGTON, 
DC 20007","SMD 
2E05",C,Tavern,,JAN 2013,201301,FY2013,"BAKHTAR GROUP, LLC",WHITEHURST ASSOCIATES LTD PRTNRSHP
1368,3410 11TH ST NW,"ABRA‐
089161",Active,"Kangaroo Boxing, LLC",Kangaroo Boxing Club,"3410 11TH ST, NW, 
WASHINGTON, DC 20010","SMD 
1A06",C,Restaurant,,MAR 2012,201203,FY2012,"KANGAROO  BOXING, LLC.",P FIRIPPIS
1371,3411 14TH ST NW,"ABRA‐
070623",Active,"Umana's, Inc.","Gloria's Restaurant & Carry 
Out","3411 14TH ST, NW, 
WASHINGTON, DC 20010","SMD 
1A02",D,Restaurant,,APR 2004,200404,FY2004,,UMANA''S INC.
1375,3418 11TH ST NW,"ABRA‐
082211",Active,"Local 11, LLC",Maple,"3418 11TH ST, NW, 
WASHINGTON, DC 20010","SMD 
1A06",C,Tavern,,FEB 2012,201202,FY2012,"LOCAL  11 LLC; LOCAL 11, LLC.",PARK ELEVEN LLC
1380,3421 CONNECTICUT AVE NW,"ABRA‐
073821",Active,"BBH, LLC",Cleveland Park Bar & Grill,"3421 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C04",C,Tavern,,OCT 2005,200510,FY2005,,GEORGE
1383,3423 14TH ST NW,"ABRA‐
079449",Active,"Gevani, Inc.",Zeba Bar & Grill,"3423 14TH ST, NW, 
WASHINGTON, DC 20010","SMD 
1A02",C,Tavern,2014,SEP 2010,201009,FY2010,GEVANI  INC.,DAVID JAFARI
1385,3433 CONNECTICUT AVE NW,"ABRA‐
088441",Active,"Hello Hospitality, LLC",St. Arnold's Mussel Bar,"3433 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C04",C,Restaurant,,SEP 2011,201109,FY2011,"HELLO HOSPITALITY, LLC","NEXT CONNECTICUT AVE, LLC"
1390,3460 14TH ST NW,"ABRA‐
097131",Active,"Thip Khao, LLC",Thip Khao,"3460 14TH ST, NW, 
WASHINGTON, DC 20010","SMD 
1A02",C,Restaurant,,AUG 2014,201408,FY2014,,PR ALLEGRO LLC
1393,3460 14TH ST NW,"ABRA‐
093180",Active,"LE CAPRICE DC  CAFE 
BAKERY  INC.",Le Caprice DC Café Bakery,"3460 14TH ST, NW, 
WASHINGTON, DC 20010","SMD 
1A02",D,Restaurant,,SEP 2009,200909,FY2009,"SCORSAT FOOD SERVICE, LLC",METRO ALLEGRO LLC
1397,3475 14TH ST NW,"ABRA‐
099181",Active,Hermanos H‐A‐Inc.,La Gran Villa,"3475 14TH ST, NW, 
WASHINGTON, DC 20010","SMD 
1A04",D,Restaurant,,AUG 2013,201308,FY2013,,DONG H LEE
1398,3500 CONNECTICUT AVE NW,"ABRA‐
013738",Active,"Los Amigos of DC, Inc.",Alero Restaurant,"3500 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C05",C,Restaurant,,MAY 2003,200305,FY2003,,NEIL SIMON
1401,3507 CONNECTICUT AVE NW,"ABRA‐
091375",Active,"Augustus, LLC",Paragon Thai Restaurant,"3507 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C04",C,Restaurant,,MAY 2008,200805,FY2008,,HERMAN
1406,3514 12TH ST NE,"ABRA‐
094424",Active,"Smith Public Trust  DC,",Smith Public Trust,"3514 12TH ST, NE, 
WASHINGTON, DC 20017","SMD 
5B02",C,Tavern,,JUN 2014,201406,FY2014,,MONROE/NEWTON LLC
1409,3518 CONNECTICUT AVE NW,"ABRA‐
060601",Active,"PGE, Inc.",Sorriso,"3518 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C05",C,Restaurant,,JAN 2004,200401,FY2004,,URBAN INVESTMENT ADVISORS
1413,3520 CONNECTICUT AVE NW,"ABRA‐
081772",Active,Siam House DC Inc.,Siam House DC,"3520 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C05",C,Restaurant,,DEC 2003,200312,FY2003,,JULIE LEE
1418,3521 14TH ST NW,"ABRA‐
091432",Active,Juanita's Inc.,Juanita's Restaurant,"3521 14TH ST, NW, 
WASHINGTON, DC 20010","SMD 
1A04",C,Tavern,,JUN 2012,201206,FY2012,JUANITA  RESTAURANTS INC,GLADYS NUNEZ
1421,3523 12TH ST NE,"ABRA‐
094011",Active,"Lepri, LLC",Steel Plate,"3523 12TH ST, NE, 
WASHINGTON, DC 20017","SMD 
5B02",C,Tavern,,JUN 2014,201406,FY2014,,RITA CHILDS
1424,3566 14TH ST NW,"ABRA‐
092426",Active,3566 14th Street NW LLC,La Dulce Noche,"3566 14TH ST, NW, 
WASHINGTON, DC 20010","SMD 
1A01",C,Restaurant,,FEB 2013,201302,FY2013,,JOSE E SOLLOSO
1429,3607 GEORGIA AVE NW,"ABRA‐
092701",Active,"Baba's Cooking School, 
LLC",Eats Place,"3607 GEORGIA AVE, NW, 
WASHINGTON, DC 20010","SMD 
1A08",C,Tavern,,SEP 2014,201409,FY2014,,KATY CHANG
1436,3700 O ST NW,"ABRA‐
096001",Active,"BON  APPETTIT  
MANAGEMENT   CO.",BULLDOG TAVERN,"3700 O ST, NW, WASHINGTON, 
DC 20057","SMD 
2E08",C,Restaurant,,NOV 2014,201411,FY2014,,JESUIT COMMUNITY AT GEORGETOWN UNIV INC
1439,3710 14TH ST NW,"ABRA‐
098996",Active,A. Montero Food LLC,Taqueria Habanero,"3710 14TH ST, NW, 
WASHINGTON, DC 20010","SMD 
4C04",C,Restaurant,,SEP 2014,201409,FY2014,,REINA I SARAVIA
1442,3718 14TH ST NW,"ABRA‐
076076",Active,"Red Derby, LLC",Red Derby,"3718 14TH ST, NW, 
WASHINGTON, DC 20010","SMD 
4C04",C,Tavern,,SEP 2007,200709,FY2007,,KHAALFANI R KIMBERLY LYMD
1454,3908 12TH ST NE,"ABRA‐
079523",Active,Kelly's Michigan Park LLC,San Antonio Bar & Grill III,"3908 12TH ST, NE, 
WASHINGTON, DC 20017","SMD 
5B05",C,Tavern,,JUL 2008,200807,FY2008,,KELLY
1456,3910 14TH ST NW,"ABRA‐
084113",Active,"GC Latin Productions, LLC",Sabor Latino Bar & Grill,"3910 14TH ST, NW, 
WASHINGTON, DC 20011","SMD 
4C04",C,Tavern,,APR 2010,201004,FY2010,"G C LATIN PRODUCTION, LLC.",CARL INVESTMENT LLC
1458,3911 14TH ST NW,"ABRA‐
094995",Active,SOLIS  INCORPORATED,El Sol Restaurant,"3911 14TH ST, NW, 
WASHINGTON, DC 20010","SMD 
4C05",C,Restaurant,,MAR 2014,201403,FY2014,,SUSANA C DE GALEAS
1460,3911 14TH ST NW,"ABRA‐
076125",Active,"Sisy's Salvadorean & 
Mexican Restaurant Inc.",Sisy's,"3911 14TH ST, NW, 
WASHINGTON, DC 20011","SMD 
4C05",C,Restaurant,,MAR 2014,201403,FY2014,,SUSANA C DE GALEAS
1467,400 H ST NE,"ABRA‐
086210",Active,TBM Holdings LLC,Driftwood Kitchen,"400 H ST, NE, WASHINGTON, DC 
20002","SMD 
6C05",C,Restaurant,,MAY 2014,201405,FY2014,,LBS PROPERTIES LLC
1471,4000 WISCONSIN AVE NW,"ABRA‐
025526",Active,"Cafe Ole, LLC",Cafe Ole,"4000 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3C06",C,Restaurant,,DEC 2003,200312,FY2003,,DONOHOE REALITY/SOFT SERVE INC./TOM
1475,401 7TH ST NW,"ABRA‐
075944",Active,"Oyamel DC, LLC",Oyamel,"401 7TH ST, NW, WASHINGTON, 
DC 20004","SMD 
2C03",C,Restaurant,,FEB 2007,200702,FY2007,,D.C. GOVERNMENT
1480,401 MASSACHUSETTS AVE NW,"ABRA‐
097687",Active,TNR Mass Ave Corp.,Philos Mezze & Wine Bar,"401 MASSACHUSETTS AVE, NW, 
WASHINGTON, DC 20001","SMD 
6E05",C,Tavern,,JAN 2015,201501,FY2015,,EQR-401 MASSACHUSETTS LLC
1490,418 7TH ST NW,"ABRA‐
095739",Active,418 7th Street LLC,China Chilcano,"418 7TH ST, NW, WASHINGTON, 
DC","SMD 
2C03",C,Restaurant,,DEC 2014,201412,FY2014,,Gunwyn Lansburgh LP
1493,421 H ST NE,"ABRA‐
087398",Active,"Drane Flannery 
Restaurant, LLC",The Big Board,"421 H ST, NE, WASHINGTON, DC 
20002","SMD 
6C04",C,Tavern,,JUN 2011,201106,FY2011,"DRANE FLANNERY RESTAURANT, LLC",DAVID BERNHARDT
1501,4221 CONNECTICUT AVE NW,"ABRA‐
095042",Active,"Laliguras DC, LLC","Laliguras Indian & Nepali 
Bistro","4221 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3F02",C,Restaurant,2014,JUL 2007,200707,FY2007,,COAT OF ARMS
1506,425 12TH ST NW,"ABRA‐
085659",Active,"Specialty Foods, Inc.",Ollie's Trolley,"425 12TH ST, NW, 
WASHINGTON, DC 20004","SMD 
2C01",D,Restaurant,,MAY 2007,200705,FY2007,,VELASCO
1515,4306 GEORGIA AVE NW,"ABRA‐
090424",Active,THE FAB LOUNGE INC.,"SAFARI RESTAURANT AND 
LOUNGE","4306 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4C07",C,Tavern,,JUL 2012,201207,FY2012,"THE BAR LOUNGE, INC; THE FAB  LOUNGE, INC","THE FAB LOUNGE, INC"
1516,432 11TH ST NW,"ABRA‐
075642",Active,"Harriets, Llc",Harriets,"432 11TH ST, NW, 
WASHINGTON, DC 20004","SMD 
2C01",C,Tavern,,MAR 2005,200503,FY2005,,HARRINGTON HOTEL COMPANY INC.
1520,4340 CONNECTICUT AVE NW,"ABRA‐
080916",Active,"Acacia Skylan, Inc.",Acacia Wellness Bistro,"4340 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3F01",C,Restaurant,,JAN 2009,200901,FY2009,"ACACIA SKYLAN, INC.","ACACIA SKYLAN, INC."
1521,441 KENNEDY ST NW,"ABRA‐
090274",Active,"Hache Lounge, LLC",Hache Lounge,"441 KENNEDY ST, NW, 
WASHINGTON, DC 20011","SMD 
4D02",C,Tavern,,JUL 2012,201207,FY2012,,SYLVIA J GARAY
1526,4445 WISCONSIN AVE NW,"ABRA‐
097478",Active,"BTS Two, LLC",Burger Tap & Shake,"4445 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E01",C,Restaurant,2015,JUN 2013,201306,FY2013,,JEMAL'S MICHEAL LP
1531,4481 CONNECTICUT AVE NW,"ABRA‐
097573",Active,"Ameri Thai Group, Inc.",Thai Pad,"4481 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3F04",C,Restaurant,2015,JAN 2008,200801,FY2008,,DS WALIA INC
1533,4483 CONNECTICUT AVE NW,"ABRA‐
079296",Active,"Gmb food Services, LLC",Italian Pizza Kitchen,"4483 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3F04",C,Restaurant,,JAN 2007,200701,FY2007,,Y DOUBLE O INC
1537,4529 WISCONSIN AVE NW,"ABRA‐
060711",Active,"GNU, LLC",Angelico Pizzeria & Cafe,"4529 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E01",D,Restaurant,,AUG 2002,200208,FY2002,,PEDAS FAMILY LIMTED PARTNERSHIP
1543,4611 41ST ST NW,"ABRA‐
098973",Active,"Tenley Grill, LLC",Public Tenley,"4611 41ST ST, NW, 
WASHINGTON, DC 20016","SMD 
3E01",C,Restaurant,,JUL 2015,201507,FY2015,,"10009 FIELDS ROAD, INC."
1553,4624 WISCONSIN AVE NW,"ABRA‐
090464",Active,"THIRTEENTH STEP, LLC",Kitty O'Shea's DC,"4624 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03",C,Restaurant,2011,DEC 2009,200912,FY2009,"MCFADDEN & SULLIVAN, LLC",CYRVS KATZEN
1555,4630 14TH ST NW,"ABRA‐
091373",Active,Fetlework Wolde,"Ethiopia Restaurant & 
Market","4630 14TH ST, NW, 
WASHINGTON, DC 20011","SMD 
4C03",C,Restaurant,,JUN 2007,200706,FY2007,,WARD JR.
1559,4654 WISCONSIN AVE NW,"ABRA‐
078790",Active,Chen & Zheng Inc.,"Satay Club Asian 
Restaurant","4654 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03",C,Restaurant,,SEP 2008,200809,FY2008,"CHEN & ZHENG, INC.","CHEN & ZHENG, INC."
1560,4706 14TH ST NW,"ABRA‐
083931",Active,"BMWG, LLC",The Highlands,"4706 14TH ST, NW, 
WASHINGTON, DC 20011","SMD 
4C02",C,Restaurant,,JAN 2008,200801,FY2008,,STALLWORTH
1564,4809 GEORGIA AVE NW,"ABRA‐
092705",Active,SANDOVAN INC.,"Sandovan Restaurant & 
Lounge","4809 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4D06",C,Tavern,,JUN 2013,201306,FY2013,,AYAHELUSHEM KEBEDE
1565,4811 GEORGIA AVE NW,"ABRA‐
096523",Active,Juanitas Inc.,Okapi,"4811 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4D06",C,Tavern,,JUL 2014,201407,FY2014,,THOMAS J JOSEPH
1568,4815 GEORGIA AVE NW,"ABRA‐
100407",Active,MS. HANA   LLC.,Mignot,"4815 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4D06",C,Restaurant,,MAR 2015,201503,FY2015,,METROPOLITAN INVESTMENT PROPERTIES LLC
1572,4830 MACARTHUR BLVD NW,"ABRA‐
091976",Active,4830 MacArthur Blvd. Inc.,Little China Cafe,"4830 MACARTHUR BLVD, NW, 
WASHINGTON, DC 20007","SMD 
3D05",D,Restaurant,2007,FEB 2013,201302,FY2013,,BENSON T FOGLE
1575,4872 MASSACHUSETTS AVE NW,"ABRA‐
080772",Active,"PQ Spring Valley, Inc.",Le Pain Quotidien,"4872 MASSACHUSETTS AVE, 
NW, WASHINGTON, DC 20016","SMD 
3D03",D,Restaurant,,DEC 2008,200812,FY2008,"PQ SPRING VALLEY, INC.",W C AND A N MILLER REFERRAL CO
1578,4907 WISCONSIN AVE NW,"ABRA‐
072038",Active,"Style Concept studio, LLC",Le Chat Noir,"4907 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03",C,Restaurant,,DEC 2004,200412,FY2004,,STYLE CONCEPT STUDIO
1581,4909 WISCONSIN AVE NW,"ABRA‐
083570",Active,"Narveer, Inc.",Cafe of India,"4909 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03",C,Restaurant,,DEC 2009,200912,FY2009,NARVEER INC,4909 WISCONSIN  LLC
1622,501 MORSE ST NE,"ABRA‐
097367",Active,"Precious Pies and 
Catering LLC",Layla Lounge,"501 MORSE ST, NE, 
WASHINGTON, DC 20002","SMD 
5D01",C,Tavern,,JUN 2014,201406,FY2014,,ABDEIRAHMAN AYYAD
1624,5015 CONNECTICUT AVE NW,"ABRA‐
098225",Active,P&P Coffeehouse LLC,P&P Coffeehouse,"5015 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3F05",D,Restaurant,,MAR 2002,200203,FY2002,,CONNEB PARTNERSHIP
1628,5031 CONNECTICUT AVE NW,"ABRA‐
060769",Active,"Big Bucks, LLC",Buck's Fishing & Camping,"5031 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3F05",C,Restaurant,,AUG 2003,200308,FY2003,,CONNEB PARTNERSHIP
1631,509 H ST NW,"ABRA‐
073951",Active,"Jun King Provisions, Inc",Full Kee Restaurant,"509 H ST, NW, WASHINGTON, 
DC 20001","SMD 
2C01",C,Restaurant,,FEB 2005,200502,FY2005,,FANG LIN
1639,514 8TH ST SE,"ABRA‐
086033",Active,Pacifico On Eight LLC,Pacifico Cantina,"514 8TH ST, SE, WASHINGTON, 
DC 20003","SMD 
6B04",C,Restaurant,,JUL 2012,201207,FY2012,"PACIFICO ON EIGHT, LLC.",JAMES A TOWNSEND
1640,514 8TH ST SE,"ABRA‐
060779",Active,"Eurochef, LLC",Belga Cafe,"514 8TH ST, SE, WASHINGTON, 
DC 20003","SMD 
6B04",C,Restaurant,,OCT 2004,200410,FY2004,,BELGA CAFE
1647,515 8TH ST SE,"ABRA‐
093525",Active,"Medium Rare Barracks 
Row, LLC","Medium Rare Barracks 
Row, LLC","515 8TH ST, SE, WASHINGTON, 
DC 20003","SMD 
6B03",C,Restaurant,,OCT 2013,201310,FY2013,,TSUN H CHEUNG TRUSTEE
1649,517 H ST NE,"ABRA‐
093867",Active,"Brothers 2Gether, LLC",DC Harvest,"517 H ST, NE, WASHINGTON, DC 
20002","SMD 
6C05",C,Restaurant,,AUG 2014,201408,FY2014,,413H LLC
1653,521 G ST NW,"ABRA‐
082154",Active,"Charoen, Inc.",Absolute Thai Restaurant,"521 G ST, NW, WASHINGTON, 
DC 20001","SMD 
2C03",C,Restaurant,,JAN 2008,200801,FY2008,,MR AND MRS SPICER
1655,5217 GEORGIA AVE NW,"ABRA‐
074996",Active,Elza E. Lainez,"El Camino Real Restaurant I 
I","5217 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4D04",C,Restaurant,,OCT 2003,200310,FY2003,,HOWARD
1660,523 8TH ST SE,"ABRA‐
090240",Active,BALKAN CONCEPTS LLC,Ambar,"523 8TH ST, SE, WASHINGTON, 
DC","SMD 
6B03",C,Restaurant,,DEC 2012,201212,FY2012,BALKAN  CONCEPTS LLC,ALLEN J CARROLL
1662,524 8TH ST SE,"ABRA‐
085618",Active,"Nooshi Capitol Hill, Inc.",Nooshi Capitol Hill,"524 8TH ST, SE, WASHINGTON, 
DC 20003","SMD 
6B04",C,Restaurant,,JAN 2013,201301,FY2013,,524 CAPITOL HILL LLC
1664,524 8TH ST SE,"ABRA‐
098736",Active,"Fivefloors, LLC",Garrison,"524 8TH ST, SE, WASHINGTON, 
DC 20003","SMD 
6B04",C,Restaurant,2015,JAN 2013,201301,FY2013,,524 CAPITOL HILL LLC
1667,5252 WISCONSIN AVE NW,"ABRA‐
003495",Active,"S & V Enterprises at 
Jennifer Street, Inc.",Booeymonger Restaurant,"5252 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03",D,Restaurant,,DEC 2002,200212,FY2002,,WRIT
1677,5335 WISCONSIN AVE NW,"ABRA‐
090196",Active,"Civil Lounge, LLC",Civil,"5335 WISCONSIN AVE, NW, 
WASHINGTON, DC 20015","SMD 
3E04",C,Tavern,2013,SEP 2001,200109,FY2001,,RESOLUTION LAW
1678,5335 WISCONSIN AVE NW,"ABRA‐
095410",Active,Four Kicks LLC,Lunchbox,"5335 WISCONSIN AVE, NW, 
WASHINGTON, DC 20015","SMD 
3E04",C,Restaurant,2014,SEP 2001,200109,FY2001,,RESOLUTION LAW
1679,5335 WISCONSIN AVE NW,"ABRA‐
090239",Active,"Chevy Chase 
Management, LLC",Range Aggio,"5335 WISCONSIN AVE, NW, 
WASHINGTON, DC 20015","SMD 
3E04",C,Restaurant,2012,SEP 2001,200109,FY2001,,RESOLUTION LAW
1683,5507 CONNECTICUT AVE NW,"ABRA‐
085977",Active,Blue 44 LLC,Blue 44,"5507 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20015","SMD 
3G05",C,Restaurant,,FEB 2011,201102,FY2011,"BLUE 44, LLC",5501 CONNECTICUT AVENUE ASSOCIATES
1690,5828 GEORGIA AVE NW,"ABRA‐
092423",Active,"Simple Bar and Grill, LLC",Simple Bar and Grill,"5828 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4C01",C,Tavern,,APR 2013,201304,FY2013,,B HELLER
1692,600 13TH ST NW,"ABRA‐
096192",Active,"Mastro's Restaurant, LLC",Mastro's Steakhouse,"600 13TH ST, NW, 
WASHINGTON, DC 20005","SMD 
2C01",C,Restaurant,,MAY 2015,201505,FY2015,,UNION INVESTMENT REAL ESTATE GMBH
1693,600 14TH ST NW,"ABRA‐
090420",Active,Riscatto Restaurant LLC,MXDC,"600 14TH ST, NW, 
WASHINGTON, DC 20005","SMD 
2C01",C,Restaurant,,MAY 2013,201305,FY2013,,FSP HAMILTON SQUARE LLC
1695,600 F ST NW,"ABRA‐
088727",Active,600 F D.C. LLC,Fuel Pizza & Wings,"600 F ST, NW, WASHINGTON, DC 
20004","SMD 
2C01",C,Restaurant,,MAR 2012,201203,FY2012,600 FDC  LLC,"JEMAL'S OBA, LLC"
1696,600 F ST NW,"ABRA‐
088727",Active,600 F D.C. LLC,Fuel Pizza & Wings,"600 F ST, NW, WASHINGTON, DC 
20004","SMD 
2C01",C,Restaurant,,OCT 2014,201410,FY2014,,"JEMAL'S OBA, LLC"
1699,600 MARYLAND AVE SW,"ABRA‐
017235",Active,"Vie De France Yamazaki 
Inc.",Vie De France,"600 MARYLAND AVE, SW, 
WASHINGTON, DC 20024","SMD 
6D01",C,Restaurant,,OCT 2007,200710,FY2007,,"COSMIC CAFE, INC"
1702,600 NEW HAMPSHIRE AVE NW,"ABRA‐
094362",Active,Numana LLC,Campono,"600 NEW HAMPSHIRE AVE, NW, 
WASHINGTON, DC 20037","SMD 
2A04",D,Restaurant,,MAR 2014,201403,FY2014,,WATERGATE HOLDINGS I LLC
