,LICENSE..,STATUS,APPLICANT,TRADE.NAME,ADDRESS,YearOpen,SMD,CLASS,DESCRIPTION,street
380,"ABRA‐
075536",Active,"Miriam's Cafe, LLC",Miriam's Cafeteria,"3931 14TH ST, NW, 
WASHINGTON, DC 20011",,"SMD 
4C05",C,Restaurant,3931 14TH ST NW
185,"ABRA‐
023816",Active,"Miss Saigon Of 
Georgetown ,Inc.",Miss Saigon,"3057 M ST, NW, WASHINGTON, 
DC 20007",,"SMD 
2E06",C,Restaurant,3057 M ST NW
1173,"ABRA‐
091418",Active,"Mockingbird Hill, LLC",Mockingbird Hill,"1843 7TH ST, NW, 
WASHINGTON, DC 20001",2005,"SMD 
1B01",C,Tavern,1843 7TH ST NW
414,"ABRA‐
076962",Active,Momiji Rest. Corp,Momiji,"503 H ST, NW, WASHINGTON, 
DC 20001",2008,"SMD 
2C01",C,Restaurant,503 H ST NW
532,"ABRA‐
084925",Active,"Rome‐Rome Productions, 
LLC","Morgan's Seafood Bar & 
Grill","3200 GEORGIA AVE, NW, 
WASHINGTON, DC 20010",2007,"SMD 
1A09",C,Restaurant,3200 GEORGIA AVE NW
189,"ABRA‐
024326",Active,"Morton's of 
Chicago/Washington","Morton's The 
Steakhouse/Bar 21","1050 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20036",2006,"SMD 
2B06",C,Restaurant,1050 CONNECTICUT AVE NW
98,"ABRA‐
003880",Active,"Morton's of 
Chicago/Washington, DC,","Morton's The Steakhouse/ 
Bar 21","3251 PROSPECT ST, NW, C‐4, 
WASHINGTON, DC 20007",2006,"SMD 
2E03",C,Restaurant,3251 PROSPECT ST NW C‐4
299,"ABRA‐
060768",Active,"Mourayo, LLC",Mourayo,"1732 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20009",2006,"SMD 
2B01",C,Restaurant,1732 CONNECTICUT AVE NW
1119,"ABRA‐
087030",Active,"Kiel, LLC",Mova,"2204 14TH ST, NW, 
WASHINGTON, DC 20009",c,"SMD 
1B04",C,Tavern,2204 14TH ST NW
35,"ABRA‐
071088",Active,"M street Management 
Group, LLC",MPIRE Club,"1819 M ST, NW, WASHINGTON, 
DC 20036",2014,"SMD 
2B06",C,Nightclub,1819 M ST NW
270,"ABRA‐
060553",Active,Mr Chen's Inc.,Mr Chen's,"2604 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",2005,"SMD 
3C02",C,Restaurant,2604 CONNECTICUT AVE NW
71,"ABRA‐
000259",Active,Mr. Henry's Inc.,Mr. Henry's,"601 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003",2006,"SMD 
6B02",C,Restaurant,601 PENNSYLVANIA AVE SE
948,"ABRA‐
000927",Active,Chowder House Inc.,Mr. Smith's of Georgetown,"3205 K ST, NW, WASHINGTON, 
DC 20007",2014,"SMD 
2E05",C,Tavern,3205 K ST NW
381,"ABRA‐
075599",Active,Sushi Story LLC,Murasaki Restaurant,"4620 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016",c,"SMD 
3E03",C,Restaurant,4620 WISCONSIN AVE NW
497,"ABRA‐
082921",Active,Musings Corporation,Muzette,"2305 18TH ST, NW 1, 
WASHINGTON, DC 20009",2010,"SMD 
1C07",C,Restaurant,2305 18TH ST NW 1
379,"ABRA‐
075479",Active,Family's Corporation,My Canton Restaurant,"1772 COLUMBIA RD, NW, 
WASHINGTON, DC 20009",2013,"SMD 
1C07",C,Restaurant,1772 COLUMBIA RD NW
202,"ABRA‐
025298",Active,Thoi Foods Inc.,Nam‐viet Pho 79,"3419 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",2006,"SMD 
3C04",C,Restaurant,3419 CONNECTICUT AVE NW
1013,"ABRA‐
072023",Active,"The Old Siam, LLC",Nana Thai,"406 8TH ST, SE, WASHINGTON, 
DC 20003",c,"SMD 
6B04",C,Tavern,406 8TH ST SE
447,"ABRA‐
078979",Active,"Nandos Restaurant Group 
Inc.",Nando's Peri Peri,"819 7TH ST, NW 1, 
WASHINGTON, DC 20001",2008,"SMD 
2C01",C,Restaurant,819 7TH ST NW 1
459,"ABRA‐
079701",Active,"Nando's Restaurant 
Group, Inc.",Nando's Peri Peri,"1210 18TH ST, NW, 
WASHINGTON, DC 20036",2009,"SMD 
2B06",C,Restaurant,1210 18TH ST NW
738,"ABRA‐
092041",Active,"Nando's of Tenleytown, 
LLC",Nando's Peri Peri,"4231 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016",2014,"SMD 
3E05",C,Restaurant,4231 WISCONSIN AVE NW
1038,"ABRA‐
076279",Active,Nanny O's LLC,Nanny O'Brien's Irish Pub,"3319 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",2006,"SMD 
3C04",C,Tavern,3319 CONNECTICUT AVE NW
1125,"ABRA‐
087508",Active,Aida Woldeslassie,Nati Hookah Bar,"2839 GEORGIA AVE, NW, 
WASHINGTON, DC 20001",2011,"SMD 
1B10",C,Tavern,2839 GEORGIA AVE NW
1362,"ABRA‐
093268",Active,"Native Foods California, 
LLC",Native Foods Cafe,"701 PENNSYLVANIA AVE, NW 
01001, WASHINGTON, DC 20004",c,"SMD 
2C03",D,Restaurant,701 PENNSYLVANIA AVE NW 01001
1366,"ABRA‐
094263",Active,"Native Foods California, 
LLC",Native Foods Cafe,"1150 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20036",c,"SMD 
2B06",D,Restaurant,1150 CONNECTICUT AVE NW
596,"ABRA‐
087236",Active,"Yuan Profit, Inc.",New Big Wong,"610 H ST, NW, WASHINGTON, 
DC 20001",2006,"SMD 
2C01",C,Restaurant,610 H ST NW
603,"ABRA‐
087574",Active,District Kitchen LLC,New District Kitchen,"2606 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",2012,"SMD 
3C02",C,Restaurant,2606 CONNECTICUT AVE NW
113,"ABRA‐
009480",Active,"Zandamn, Inc.",New Heights,"2317 CALVERT ST, NW, 
WASHINGTON, DC 20008",2006,"SMD 
3C02",C,Restaurant,2317 CALVERT ST NW
416,"ABRA‐
077000",Active,"Sam‐sam, LLC",Nima's Restaurant & Bar,"1230 9TH ST, NW, 
WASHINGTON, DC 20005",no,"SMD 
2F06",C,Restaurant,1230 9TH ST NW
1097,"ABRA‐
085258",Active,"YETENBI, INC",Noble Lounge,"1915 9TH ST, NW, 
WASHINGTON, DC 20001",2015,"SMD 
1B02",C,Tavern,1915 9TH ST NW
802,"ABRA‐
094777",Active,Gill Investment Group,Noelia,"1319 F ST, NW, WASHINGTON, 
DC 20004",c,"SMD 
2C01",C,Restaurant,1319 F ST NW
773,"ABRA‐
093151",Active,"The Noodle Shop Co.‐ 
Colorado, Inc.",Noodles & Company,"1140 19TH ST, NW, 
WASHINGTON, DC 20036",c,"SMD 
2B06",C,Restaurant,1140 19TH ST NW
271,"ABRA‐
060556",Active,GW University,Nottie Bianche,"824 NEW HAMPSHIRE AVE, NW, 
WASHINGTON, DC 20037",2006,"SMD 
2A04",C,Restaurant,824 NEW HAMPSHIRE AVE NW
764,"ABRA‐
092903",Active,"Bloomingdale Partners, 
LLC",Nurish Food & Drink,"1231 GOOD HOPE RD, SE, 
WASHINGTON, DC 20020",c,"SMD 
8A06",C,Restaurant,1231 GOOD HOPE RD SE
99,"ABRA‐
006044",Active,The Walrus Corporation,Old Ebbitt Grill,"675 15TH ST, NW, 
WASHINGTON, DC 20005",2006,"SMD 
2C01",C,Restaurant,675 15TH ST NW
75,"ABRA‐
000585",Active,"Old Europe, Inc.",Old Europe,"2434 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007",2006,"SMD 
3B02",C,Restaurant,2434 WISCONSIN AVE NW
403,"ABRA‐
076435",Active,Old Glory‐DC LLC,Old Glory,"3139 M ST, NW, WASHINGTON, 
DC 20007",2006,"SMD 
2E05",C,Restaurant,3139 M ST NW
901,"ABRA‐
098268",Active,TNT  LLC,OLIVIA'S DINER,"1120 19TH ST, NW, 
WASHINGTON, DC 20036",c,"SMD 
2B06",C,Restaurant,1120 19TH ST NW
1325,"ABRA‐
086425",Active,Yu Lin Corporation,One Fish Two Fish,"2423 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20037",2006,"SMD 
2A02",D,Restaurant,2423 PENNSYLVANIA AVE NW
339,"ABRA‐
072380",Active,Third Place Inc.,Open City,"2331 CALVERT ST, NW, 
WASHINGTON, DC 20008",2006,"SMD 
3C02",C,Restaurant,2331 CALVERT ST NW
163,"ABRA‐
020177",Active,CSM Inc.,Otello,"1329 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20036",2006,"SMD 
2B07",C,Restaurant,1329 CONNECTICUT AVE NW
879,"ABRA‐
097479",Active,"OutpostDC, LLC",OutpostDC,"440 K ST, NW, WASHINGTON, DC 
20001",,"SMD 
6E05",C,Restaurant,440 K ST NW
307,"ABRA‐
070847",Active,"Santoy Restaurant Group 
Inc.",Oya Restaurant & Lounge,"777 9TH ST, NW, WASHINGTON, 
DC 20001",c,"SMD 
2C01",C,Restaurant,777 9TH ST NW
295,"ABRA‐
060754",Active,Cafe Europa,Panache,"1725 DE SALES ST, NW, 
WASHINGTON, DC 20036",2006,"SMD 
2B05",C,Restaurant,1725 DE SALES ST NW
337,"ABRA‐
072357",Active,"Paolo's GT, LLC",Paolo's,"1303 WISCONSIN AVE, NW, 
WASHINGTON, DC 20036",2006,"SMD 
2E05",C,Restaurant,1303 WISCONSIN AVE NW
106,"ABRA‐
008004",Active,Melben Inc.,Paper Moon,"1069 31ST ST, NW, 
WASHINGTON, DC 20007",2006,"SMD 
2E05",C,Restaurant,1069 31ST ST NW
135,"ABRA‐
013995",Active,Parthenon Inc.,"Parthenon Restaurant & 
Chevy Chase Lounge","5510 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20015",2006,"SMD 
3G06",C,Restaurant,5510 CONNECTICUT AVE NW
264,"ABRA‐
060483",Active,"AAK Investment, Inc.",Pasta Italiana,"2623 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",c,"SMD 
3C01",C,Restaurant,2623 CONNECTICUT AVE NW
157,"ABRA‐
017452",Active,Mirob Inc.,Pasta Mia,"1790 COLUMBIA RD, NW, 
WASHINGTON, DC 20009",c,"SMD 
1C07",C,Restaurant,1790 COLUMBIA RD NW
1054,"ABRA‐
078943",Active,Boom Inc.,Patty Boom Boom,"1359 U ST, NW, WASHINGTON, 
DC 20009",c,"SMD 
1B12",C,Tavern,1359 U ST NW
210,"ABRA‐
025832",Active,Peacock Cafe Inc.,Peacock Cafe,"3251 PROSPECT ST, NW F, 
WASHINGTON, DC 20007",2006,"SMD 
2E03",C,Restaurant,3251 PROSPECT ST NW F
542,"ABRA‐
085382",Active,"Black's 14th Street, NW, 
LLC","Pearl Dive Oyster 
Palace/BlackJack","1612 14TH ST, NW, 
WASHINGTON, DC 20009",2011,"SMD 
2F01",C,Restaurant,1612 14TH ST NW
814,"ABRA‐
095147",Active,Passion Food Nine LLC,Penn Commons,"700 6TH ST, NW, WASHINGTON, 
DC 20001",2014,"SMD 
2C01",C,Restaurant,700 6TH ST NW
1032,"ABRA‐
076039",Active,"Top Shelf, LLC","Penn Quarter Sports 
Tavern","639 INDIANA AVE, NW, 
WASHINGTON, DC 20004",2007,"SMD 
2C03",C,Tavern,639 INDIANA AVE NW
1201,"ABRA‐
093303",Active,"PENTHOUSE NAVY 
YARDS, LLC.","PENTHOUSE  POOL  AND 
LOUNGE","1212 4TH ST, SE, WASHINGTON, 
DC 20003",,"SMD 
6D07",C,Tavern,1212 4TH ST SE
101,"ABRA‐
007053",Active,The Billiken Corp,Perry's Restaurant,"1811 COLUMBIA RD, NW, 
WASHINGTON, DC 20009",2006,"SMD 
1C03",C,Restaurant,1811 COLUMBIA RD NW
1317,"ABRA‐
083794",Active,"The Knowles Marr Group, 
LLC","Pete's New Haven Style 
Apizza","4940 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016",2010,"SMD 
3E03",D,Restaurant,4940 WISCONSIN AVE NW
233,"ABRA‐
060146",Active,"FDS Restaurant, Inc.",Petits Plats,"2653 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",2006,"SMD 
3C01",C,Restaurant,2653 CONNECTICUT AVE NW
950,"ABRA‐
001200",Active,Allen J. Carroll,Phase I,"525 8TH ST, SE, WASHINGTON, 
DC 20003",c,"SMD 
6B03",C,Tavern,525 8TH ST SE
514,"ABRA‐
083808",Active,"PHO DC, Inc",Pho DC,"608 H ST, NW, WASHINGTON, 
DC 20001",c,"SMD 
2C01",C,Restaurant,608 H ST NW
475,"ABRA‐
081175",Active,"Saigon Bistro, LLC",Pho Eurasian,"2153‐2155 P ST, NW, 
WASHINGTON, DC 20037",2013,"SMD 
2B02",C,Restaurant,2153‐2155 P ST NW
485,"ABRA‐
082097",Active,Ping Pong One LLC,Ping Pong,"900 7TH ST, NW, WASHINGTON, 
DC 20001",2009,"SMD 
2C01",C,Restaurant,900 7TH ST NW
571,"ABRA‐
086270",Active,"Ping Pong Three, LLC",Ping Pong,"1 DUPONT CIRCLE CIR NW, 
WASHINGTON, DC 20036",c,"SMD 
2B02",C,Restaurant,1 DUPONT CIRCLE CIR NW
732,"ABRA‐
091662",Active,"Pinstripes, Inc.",Pinstripes,"3222 M ST, NW, WASHINGTON, 
DC 20007",2014,"SMD 
2E05",C,Restaurant,3222 M ST NW
604,"ABRA‐
087595",Active,"P25, LLC",Piola,"2208 14TH ST, NW, 
WASHINGTON, DC 20009",2013,"SMD 
1B04",C,Restaurant,2208 14TH ST NW
274,"ABRA‐
060575",Active,Paradise Too LLC,Pizzeria Paradiso,"3282 M ST, NW, WASHINGTON, 
DC 20007",2006,"SMD 
2E05",C,Restaurant,3282 M ST NW
23,"ABRA‐
001271",Active,Georgene Thompson,Player's Lounge,"2737 M.L. KING JR., AVE, SE, 
WASHINGTON, DC 20032",2007,"SMD 
8C02",C,Nightclub,2737 M.L. KING JR. AVE SE
612,"ABRA‐
087903",Active,Po Boy Jim LLC,Po Boy Jim,"709 H ST, NE, WASHINGTON, DC 
20002",2014,"SMD 
6C05",C,Restaurant,709 H ST NE
78,"ABRA‐
000705",Active,Post Pub Inc.,Post Pub,"1422 L ST, NW, WASHINGTON, 
DC 20005",2006,"SMD 
2F05",C,Restaurant,1422 L ST NW
449,"ABRA‐
079141",Active,"Fasa, LLC",Posto,"1515 14TH ST, NW, 
WASHINGTON, DC 20005",c,"SMD 
2F02",C,Restaurant,1515 14TH ST NW
115,"ABRA‐
010242",Active,R E S Restaurant Inc.,Primi Piatti,"2013 I ST, NW, WASHINGTON, 
DC 20006",2007,"SMD 
2A06",C,Restaurant,2013 I ST NW
375,"ABRA‐
075357",Active,"Brut, LLC",Proof,"775 G ST, NW, WASHINGTON, 
DC 20001",2007,"SMD 
2C01",C,Restaurant,775 G ST NW
1065,"ABRA‐
081238",Active,"The Public Group, LLC",Public Bar,"1214 18TH ST, NW, 
WASHINGTON, DC 20036",2009,"SMD 
2B06",C,Tavern,1214 18TH ST NW
30,"ABRA‐
024613",Active,Kelemewa Corporation,Pure Nightclub & Lounge,"1326 U ST, NW, WASHINGTON, 
DC 20009",2009,"SMD 
1B12",C,Nightclub,1326 U ST NW
900,"ABRA‐
098066",Active,"Purple Patch, LLC",Purple Patch,"3155 MOUNT PLEASANT ST, NW 
101, WASHINGTON, DC 20010",2015,"SMD 
1D04",C,Restaurant,3155 MOUNT PLEASANT ST NW 101
1364,"ABRA‐
093739",Active,"Radici Uno (One Root), 
LLC",Radici,"301 7TH ST, SE, WASHINGTON, 
DC 20003",2014,"SMD 
6B02",D,Restaurant,301 7TH ST SE
311,"ABRA‐
070945",Active,Rajaji Inc.,Rajaji Curry House,"2603 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",2006,"SMD 
3C01",C,Restaurant,2603 CONNECTICUT AVE NW
354,"ABRA‐
073791",Active,"Rasika, LLC",Rasika,"633 D ST, NW, WASHINGTON, 
DC 20004",2006,"SMD 
2C03",C,Restaurant,633 D ST NW
594,"ABRA‐
087042",Active,Rasika West End LLC,Rasika West End,"1177 22ND ST, NW, 
WASHINGTON, DC 20037",2012,"SMD 
2A06",C,Restaurant,1177 22ND ST NW
953,"ABRA‐
005864",Active,Murray C Warren Inc,Raven Grill,"3125 MT PLEASANT ST, NW, 
WASHINGTON, DC 20010",2006,"SMD 
1D04",C,Tavern,3125 MT PLEASANT ST NW
697,"ABRA‐
090742",Active,"NEIGHBORHOOD 
RESTAURANT GROUP  XV, 
LLC","Red Apron Butchery/ The 
Partisan","709 D ST, NW, WASHINGTON, 
DC 20004",2014,"SMD 
2C03",C,Restaurant,709 D ST NW
701,"ABRA‐
090832",Active,"SEATON MOTOR 
COMPANY  LLC",RED HEN,"1822 1ST ST, NW, 
WASHINGTON, DC 20001",2013,"SMD 
5E07",C,Restaurant,1822 1ST ST NW
693,"ABRA‐
090488",Active,"BAR DI BARI, LLC",Red Light,"1401 R ST, NW 203, 
WASHINGTON, DC 20009",2014,"SMD 
2F01",C,Restaurant,1401 R ST NW 203
393,"ABRA‐
076011",Active,"Salma, LLC",Red Lounge Hookah,"2013 A 14TH ST, NW, 
WASHINGTON, DC 20009",2007,"SMD 
1B12",C,Restaurant,2013 A 14TH ST NW
1391,"ABRA‐
100236",Active,"A Little Mouthful, LLC","Red, White and Basil","1781 FLORIDA AVE, NW, 
WASHINGTON, DC 20009",2015,"SMD 
1C07",D,Restaurant,1781 FLORIDA AVE NW
374,"ABRA‐
075299",Active,Staccato Enterprises Inc.,Redrocks,"1036 PARK RD, NW, 
WASHINGTON, DC 20010",2007,"SMD 
1A07",C,Restaurant,1036 PARK RD NW
710,"ABRA‐
090997",Active,"RR4, LLC",RedRocks,"1348 H ST, NE, WASHINGTON, 
DC 20002",2013,"SMD 
6A06",C,Restaurant,1348 H ST NE
961,"ABRA‐
014272",Active,"Cafe Dallul, Inc.",Rendezvous Lounge,"2226 18TH ST, NW, 
WASHINGTON, DC 20009",2006,"SMD 
1C03",C,Tavern,2226 18TH ST NW
1357,"ABRA‐
092826",Active,"Chatham Washington DC 
Leaseco LLC",Residence Inn by Marriott,"801 NEW HAMPSHIRE AVE, NW, 
WASHINGTON, DC 20037",,"SMD 
2A04",D,Restaurant,801 NEW HAMPSHIRE AVE NW
84,"ABRA‐
001133",Active,Restaurant Associates Inc.,Restaurant Associates,"2700 F ST, NW, WASHINGTON, 
DC 20036",,"SMD 
2A04",C,Restaurant,2700 F ST NW
165,"ABRA‐
020468",Active,Humberto Lopez,Restaurant Judy,"2212 14TH ST, NW, 
WASHINGTON, DC 20009",2006,"SMD 
1B04",C,Restaurant,2212 14TH ST NW
82,"ABRA‐
000979",Active,Thyme Inc.,Restaurant Nora,"2130 FLORIDA AVE, NW, 
WASHINGTON, DC 20008",2006,"SMD 
2D02",C,Restaurant,2130 FLORIDA AVE NW
289,"ABRA‐
060730",Active,"Rice Restaurant, LLC",Rice Restaurant & Bar,"1608 14TH ST, NW, 
WASHINGTON, DC 20009",2006,"SMD 
2F01",C,Restaurant,1608 14TH ST NW
1148,"ABRA‐
089981",Active,Pleasure Eats Inc,Righteous Cheese,"1309 5TH ST, NE 502, 
WASHINGTON, DC 20002",2013,"SMD 
5D01",C,Tavern,1309 5TH ST NE 502
982,"ABRA‐
024972",Active,"The Aroma Company, Inc.",Ripple,"3415‐3417 CONNECTICUT AVE, 
NW, WASHINGTON, DC 20008",2010,"SMD 
3C04",C,Tavern,3415‐3417 CONNECTICUT AVE NW
742,"ABRA‐
092168",Active,"RiRa Georgetown, LLC",RiRa Irish Pub,"3123‐3125 M ST, NW, 
WASHINGTON, DC 20007",2014,"SMD 
2E05",C,Restaurant,3123‐3125 M ST NW
412,"ABRA‐
076803",Active,"Bullard Street, LLC",RIS,"2275 L ST, NW, WASHINGTON, 
DC 2037",2009,"SMD 
2A06",C,Restaurant,2275 L ST NW
267,"ABRA‐
060535",Active,Ischia Inc.,Ristorante La Perla,"2600 PENNSYLVANIA AVE, NW, 
#0201, WASHINGTON, DC 20037",2006,"SMD 
2A03",C,Restaurant,2600 PENNSYLVANIA AVE NW
136,"ABRA‐
014125",Active,"ROTINI, INC.",Ristorante Piccolo,"1068 31ST ST, NW, 
WASHINGTON, DC 20007",2005,"SMD 
2E05",C,Restaurant,1068 31ST ST NW
1027,"ABRA‐
074970",Active,"Comet Investors, Lp",Rocket Bar,"714 7TH ST, NW, WASHINGTON, 
DC 20001",2007,"SMD 
2C01",C,Tavern,714 7TH ST NW
446,"ABRA‐
078949",Active,JBS Inc,"Rocklands Barbeque and 
Grilling Company","2416‐2418 WISCONSIN AVE, 
NW, WASHINGTON, DC 20007",2006,"SMD 
3B02",C,Restaurant,2416‐2418 WISCONSIN AVE NW
578,"ABRA‐
086508",Active,"Rogue 24, LLC",Rogue 24,"922‐924 N ST, NW, 
WASHINGTON, DC 20001",c,"SMD 
2F06",C,Restaurant,922‐924 N ST NW
234,"ABRA‐
060149",Active,Romain's Table Inc.,Romain's Table/The Diner,"2453 18TH ST, NW, 
WASHINGTON, DC 20009",2006,"SMD 
1C07",C,Restaurant,2453 18TH ST NW
754,"ABRA‐
092684",Active,301 Romeo LLC,Romeo & Juliet,"301 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002",2015,"SMD 
6C02",C,Restaurant,301 MASSACHUSETTS AVE NE
1204,"ABRA‐
093592",Active,2446 RU LLC,"Roofer's Union – Jug and 
Table","2442‐2446 18TH ST, NW, 
WASHINGTON, DC 20009",2014,"SMD 
1C03",C,Tavern,2442‐2446 18TH ST NW
296,"ABRA‐
060757",Active,Rosa Mexicano DC LLC,Rosa Mexicano,"575 7TH ST, NW 1, 
WASHINGTON, DC 20004",2006,"SMD 
2C01",C,Restaurant,575 7TH ST NW 1
704,"ABRA‐
090884",Active,Rose's 1 LLC,Rose's Luxury,"717 8TH ST, SE, WASHINGTON, 
DC 20003",2013,"SMD 
6B03",C,Restaurant,717 8TH ST SE
198,"ABRA‐
025084",Active,1801 Corporation,Rosemary's Thyme Bistro,"1801 18TH ST, NW, 
WASHINGTON, DC 20009",2006,"SMD 
2B01",C,Restaurant,1801 18TH ST NW
1145,"ABRA‐
089342",Active,"Rose's Dream, Inc.",Roses Dejavu,"1378 H ST, NE, WASHINGTON, 
DC 20002",2012,"SMD 
6A06",C,Tavern,1378 H ST NE
18,"ABRA‐
000704",Active,Fabwill Inc.,Royal Palace,"1805 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20009",2007,"SMD 
2B01",C,Nightclub,1805 CONNECTICUT AVE NW
448,"ABRA‐
079108",Active,"BP Group, Inc.",Royal Thai Cuisine & Bar,"507 H ST, NW, WASHINGTON, 
DC 20001",2009,"SMD 
2C01",C,Restaurant,507 H ST NW
316,"ABRA‐
071023",Active,Rumba Inc.,Rumba Cafe,"2443 18TH ST, NW, 
WASHINGTON, DC 20009",2006,"SMD 
1C07",C,Restaurant,2443 18TH ST NW
467,"ABRA‐
080952",Active,"A & A Restaurant Group 
Inc",Russia House,"1800 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20009",2006,"SMD 
2D02",C,Restaurant,1800 CONNECTICUT AVE NW
1098,"ABRA‐
085617",Active,"AED, LLC",Rustik Tavern,"84 T ST, NW, WASHINGTON, DC 
20001",2010,"SMD 
5E07",C,Tavern,84 T ST NW
262,"ABRA‐
060469",Active,"Rcsh Operations, LLC",Ruth's Chris Steak House,"2017 S ST, NW, WASHINGTON, 
DC 20009",,"SMD 
2B01",C,Restaurant,2017 S ST NW
276,"ABRA‐
060584",Active,RCSH Operations,Ruth's Chris Steak House,"724 9TH ST, NW, WASHINGTON, 
DC 20001",2006,"SMD 
2C01",C,Restaurant,724 9TH ST NW
142,"ABRA‐
014963",Active,TRC Inc.,"Sakana Japanese 
Restaurant","2026 P ST, NW, WASHINGTON, 
DC 20036",c,"SMD 
2B02",C,Restaurant,2026 P ST NW
506,"ABRA‐
083557",Active,"Red Bean System II, Inc.",Sala Thai,"3716 GEORGIA AVE, NW, 
WASHINGTON, DC 20011",2010,"SMD 
4C06",C,Restaurant,3716 GEORGIA AVE NW
716,"ABRA‐
091061",Active,"Red Bean System IV, Inc.",Sala Thai,"2300‐2350 WASHINGTON PL, NE,
UNIT# 106S, WASHINGTON, DC 
20018",2013,"SMD 
5C05",C,Restaurant,2300‐2350
910,"ABRA‐
098603",Active,"Green T. Group II, Inc.",Sala Thai (Minnesota Ave),"4020 MINNESOTA AVE, NE, 
UNIT# 118, WASHINGTON, DC 
20019",2015,"SMD 
7F01",C,Restaurant,4020 MINNESOTA AVE NE
1380,"ABRA‐
097355",Active,Steak Ice 1310 H LLC,Sally's Middle Name,"1320 H ST, NE, WASHINGTON, 
DC 20002",2015,"SMD 
6A06",D,Restaurant,1320 H ST NE
587,"ABRA‐
086790",Active,"Good Neighbors, LLC",Salt & Pepper,"5125 MACARTHUR BLVD, NW, 
WASHINGTON, DC 20016",2011,"SMD 
3D05",C,Restaurant,5125 MACARTHUR BLVD NW
1112,"ABRA‐
086424",Active,RA ‐ IY   LLC,SANKOFA CAFE,"2714 GEORGIA AVE, NW, 
WASHINGTON, DC 20001",2006,"SMD 
1B09",C,Tavern,2714 GEORGIA AVE NW
464,"ABRA‐
080550",Active,"Chontong, LLC",Sanphan Thai Cuisine,"653 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003",2008,"SMD 
6B02",C,Restaurant,653 PENNSYLVANIA AVE SE
1022,"ABRA‐
074353",Active,"Tea Room, LLC",Science Club,"1136 19TH ST, NW, 
WASHINGTON, DC 20036",c,"SMD 
2B06",C,Tavern,1136 19TH ST NW
442,"ABRA‐
078742",Active,"Sei Restaurant & Lounge, 
LLC",Sei Restaurant & Lounge,"444 7TH ST, NW, WASHINGTON, 
DC 20004",2009,"SMD 
2C03",C,Restaurant,444 7TH ST NW
229,"ABRA‐
060080",Active,Haile G. Bainosai,"Selam Restaurant/Gold 
Room","1524‐1526 U ST, NW, 
WASHINGTON, DC 20009",2007,"SMD 
2B09",C,Restaurant,1524‐1526 U ST NW
563,"ABRA‐
086142",Active,"Senart's Oyster House, 
LLC","Senart's Oyster & Chop 
House","520 8TH ST, SE, WASHINGTON, 
DC 20003",2011,"SMD 
6B04",C,Restaurant,520 8TH ST SE
285,"ABRA‐
060669",Active,Style Inc.,Sette,"1666 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20009",2006,"SMD 
2B02",C,Restaurant,1666 CONNECTICUT AVE NW
646,"ABRA‐
089205",Active,"The Cafe‐Bar At 14th, LLC",Sette Osteria,"1634 14TH ST, NW, 
WASHINGTON, DC 20009",2015,"SMD 
2F01",C,Restaurant,1634 14TH ST NW
49,"ABRA‐
075871",Active,"Acott Ventures, LLC",Shadow Room,"2131 K ST, NW, WASHINGTON, 
DC 20036",2008,"SMD 
2A06",C,Nightclub,2131 K ST NW
1371,"ABRA‐
094919",Active,"Shake Shack Union 
Station Washington DC, 
LLC",Shake Shack,"50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002",,"SMD 
6C04",D,Restaurant,50 MASSACHUSETTS AVE NE
1262,"ABRA‐
098037",Active,"520 Florida Avenue 
Restaurant LLC",Shaws Tavern,"520 FLORIDA AVE, NW, 
WASHINGTON, DC 20001",2011,"SMD 
6E02",C,Tavern,520 FLORIDA AVE NW
1368,"ABRA‐
094407",Active,Shophouse LLC,"ShopHouse Southeast 
Asian Kitchen","710 7TH ST, NW, WASHINGTON, 
DC 20001",2014,"SMD 
2C01",D,Restaurant,710 7TH ST NW
