"","street","LICENSE..","STATUS","APPLICANT","TRADE.NAME","ADDRESS","SMD","CLASS","DESCRIPTION","Selection.DATE","Month.Sort","FY.Sort","Applicant","Owner.Name"
"1514","4306 GEORGIA AVE NW","ABRA‐
090424","Active","THE FAB LOUNGE INC.","SAFARI RESTAURANT AND 
LOUNGE","4306 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4C07","C","Tavern","APR 2010",201004,"FY2010","KALAHARI RESTAURANT & LOUNGE, LLC","WYNNS REAL ESTATE INVESTING GROUP, LLC"
"1515","4306 GEORGIA AVE NW","ABRA‐
090424","Active","THE FAB LOUNGE INC.","SAFARI RESTAURANT AND 
LOUNGE","4306 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4C07","C","Tavern","JUL 2012",201207,"FY2012","THE BAR LOUNGE, INC; THE FAB  LOUNGE, INC","THE FAB LOUNGE, INC"
"1516","432 11TH ST NW","ABRA‐
075642","Active","Harriets, Llc","Harriets","432 11TH ST, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Tavern","MAR 2005",200503,"FY2005","","HARRINGTON HOTEL COMPANY INC."
"1517","432 11TH ST NW","ABRA‐
075642","Active","Harriets, Llc","Harriets","432 11TH ST, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Tavern","OCT 2002",200210,"FY2002","","BUTLER"
"1518","432 11TH ST NW","ABRA‐
075642","Active","Harriets, Llc","Harriets","432 11TH ST, NW, 
WASHINGTON, DC 20004","SMD 
2C01","C","Tavern","SEP 2006",200609,"FY2006","","HARRIETS, LLC."
"1519","4340 CONNECTICUT AVE NW","ABRA‐
080916","Active","Acacia Skylan, Inc.","Acacia Wellness Bistro","4340 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3F01","C","Restaurant","SEP 2008",200809,"FY2008","ACACIA SKYLAN, INC.","ACACIA SKYLAN, INC."
"1520","4340 CONNECTICUT AVE NW","ABRA‐
080916","Active","Acacia Skylan, Inc.","Acacia Wellness Bistro","4340 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3F01","C","Restaurant","JAN 2009",200901,"FY2009","ACACIA SKYLAN, INC.","ACACIA SKYLAN, INC."
"1521","441 KENNEDY ST NW","ABRA‐
090274","Active","Hache Lounge, LLC","Hache Lounge","441 KENNEDY ST, NW, 
WASHINGTON, DC 20011","SMD 
4D02","C","Tavern","JUL 2012",201207,"FY2012","","SYLVIA J GARAY"
"1522","441 KENNEDY ST NW","ABRA‐
090274","Active","Hache Lounge, LLC","Hache Lounge","441 KENNEDY ST, NW, 
WASHINGTON, DC 20011","SMD 
4D02","C","Tavern","SEP 2012",201209,"FY2012","HACHE  LOUNGE LLC","SYLVIA J GARAY"
"1523","4422 GEORGIA AVE NW","ABRA‐
083216","Active","Mariamawit, LLC","Fasika","4422 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4C07","D","Restaurant","FEB 2010",201002,"FY2010","","MARIAMAWITT, LLC"
"1524","4422 GEORGIA AVE NW","ABRA‐
083216","Active","Mariamawit, LLC","Fasika","4422 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4C07","D","Restaurant","SEP 2007",200709,"FY2007","","MARIAMAWIT, LLC"
"1526","4445 WISCONSIN AVE NW","ABRA‐
097478","Active","BTS Two, LLC","Burger Tap & Shake","4445 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E01","C","Restaurant","JUN 2013",201306,"FY2013","","JEMAL'S MICHEAL LP"
"1527","4445 WISCONSIN AVE NW","ABRA‐
097478","Active","BTS Two, LLC","Burger Tap & Shake","4445 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E01","C","Restaurant","JAN 2004",200401,"FY2004","","KITCHRAYOTIN"
"1528","4445 WISCONSIN AVE NW","ABRA‐
097478","Active","BTS Two, LLC","Burger Tap & Shake","4445 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E01","C","Restaurant","JUN 2010",201006,"FY2010","","JEMAL'S MICHEAL LP"
"1530","4481 CONNECTICUT AVE NW","ABRA‐
097573","Active","Ameri Thai Group, Inc.","Thai Pad","4481 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3F04","C","Restaurant","APR 2003",200304,"FY2003","","HART FOOD INC"
"1531","4481 CONNECTICUT AVE NW","ABRA‐
097573","Active","Ameri Thai Group, Inc.","Thai Pad","4481 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3F04","C","Restaurant","JAN 2008",200801,"FY2008","","DS WALIA INC"
"1532","4483 CONNECTICUT AVE NW","ABRA‐
079296","Active","Gmb food Services, LLC","Italian Pizza Kitchen","4483 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3F04","C","Restaurant","SEP 2002",200209,"FY2002","","Y DOUBLE O INC"
"1533","4483 CONNECTICUT AVE NW","ABRA‐
079296","Active","Gmb food Services, LLC","Italian Pizza Kitchen","4483 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3F04","C","Restaurant","JAN 2007",200701,"FY2007","","Y DOUBLE O INC"
"1534","4529 WISCONSIN AVE NW","ABRA‐
060711","Active","GNU, LLC","Angelico Pizzeria & Cafe","4529 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E01","D","Restaurant","SEP 2002",200209,"FY2002","","PEDAS FAMILY LIMTED PARTNERSHIP"
"1535","4529 WISCONSIN AVE NW","ABRA‐
060711","Active","GNU, LLC","Angelico Pizzeria & Cafe","4529 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E01","D","Restaurant","SEP 2001",200109,"FY2001","","PEDAS FAMILY LIMTED PARTNERSHIP"
"1536","4529 WISCONSIN AVE NW","ABRA‐
060711","Active","GNU, LLC","Angelico Pizzeria & Cafe","4529 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E01","D","Restaurant","JAN 2003",200301,"FY2003","","PEDAS FAMILY LIMTED PARTNERSHIP"
"1537","4529 WISCONSIN AVE NW","ABRA‐
060711","Active","GNU, LLC","Angelico Pizzeria & Cafe","4529 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E01","D","Restaurant","AUG 2002",200208,"FY2002","","PEDAS FAMILY LIMTED PARTNERSHIP"
"1540","4608 14TH ST NW","ABRA‐
095465","Active","Catrachitos Restaurant, 
Inc.","Catrachitos Restaurant","4608 14TH ST, NW, 
WASHINGTON, DC 20011","SMD 
4C03","C","Restaurant","AUG 2009",200908,"FY2009","MARIA  CHEVEZ","4608 14TH ST LLC"
"1541","4608 14TH ST NW","ABRA‐
095465","Active","Catrachitos Restaurant, 
Inc.","Catrachitos Restaurant","4608 14TH ST, NW, 
WASHINGTON, DC 20011","SMD 
4C03","C","Restaurant","OCT 2013",201310,"FY2013","","CCMG I LLC"
"1542","4608 14TH ST NW","ABRA‐
095465","Active","Catrachitos Restaurant, 
Inc.","Catrachitos Restaurant","4608 14TH ST, NW, 
WASHINGTON, DC 20011","SMD 
4C03","C","Restaurant","JUL 2006",200607,"FY2006","","ROCK CREEK REALTY"
"1543","4611 41ST ST NW","ABRA‐
098973","Active","Tenley Grill, LLC","Public Tenley","4611 41ST ST, NW, 
WASHINGTON, DC 20016","SMD 
3E01","C","Restaurant","JUL 2015",201507,"FY2015","","10009 FIELDS ROAD, INC."
"1544","4611 41ST ST NW","ABRA‐
098973","Active","Tenley Grill, LLC","Public Tenley","4611 41ST ST, NW, 
WASHINGTON, DC 20016","SMD 
3E01","C","Restaurant","MAR 2011",201103,"FY2011","P G T, LLC.  ","PG 41ST STREET LLC"
"1545","4620 WISCONSIN AVE NW","ABRA‐
075599","Active","Sushi Story LLC","Murasaki Restaurant","4620 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","APR 2006",200604,"FY2006","","4618 WISCONSIN AVE ASSOC"
"1546","4620 WISCONSIN AVE NW","ABRA‐
075599","Active","Sushi Story LLC","Murasaki Restaurant","4620 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","JUL 2010",201007,"FY2010","","THE AMERICAN UNIVERSITY"
"1547","4620 WISCONSIN AVE NW","ABRA‐
075599","Active","Sushi Story LLC","Murasaki Restaurant","4620 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","AUG 2006",200608,"FY2006","","4618 WISCONSIN AVE ASSOC"
"1548","4620 WISCONSIN AVE NW","ABRA‐
075599","Active","Sushi Story LLC","Murasaki Restaurant","4620 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","MAR 2005",200503,"FY2005","","4618 WISCONSIN AVE ASSOC"
"1549","4620 WISCONSIN AVE NW","ABRA‐
075599","Active","Sushi Story LLC","Murasaki Restaurant","4620 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","FEB 2005",200502,"FY2005","","4618 WISCONSIN AVE ASSOC"
"1551","4624 WISCONSIN AVE NW","ABRA‐
090464","Active","THIRTEENTH STEP, LLC","Kitty O'Shea's DC","4624 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","AUG 2012",201208,"FY2012","","4624 WISCONSIN AVE ASS. LIMITED PARTNERSHIP"
"1552","4624 WISCONSIN AVE NW","ABRA‐
090464","Active","THIRTEENTH STEP, LLC","Kitty O'Shea's DC","4624 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","FEB 2007",200702,"FY2007","","HUNGARY TIGER INC"
"1553","4624 WISCONSIN AVE NW","ABRA‐
090464","Active","THIRTEENTH STEP, LLC","Kitty O'Shea's DC","4624 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","DEC 2009",200912,"FY2009","MCFADDEN & SULLIVAN, LLC","CYRVS KATZEN"
"1554","4630 14TH ST NW","ABRA‐
091373","Active","Fetlework Wolde","Ethiopia Restaurant & 
Market","4630 14TH ST, NW, 
WASHINGTON, DC 20011","SMD 
4C03","C","Restaurant","JUN 2012",201206,"FY2012","FETLEWORK  WOLDE","CLARISE WARD"
"1555","4630 14TH ST NW","ABRA‐
091373","Active","Fetlework Wolde","Ethiopia Restaurant & 
Market","4630 14TH ST, NW, 
WASHINGTON, DC 20011","SMD 
4C03","C","Restaurant","JUN 2007",200706,"FY2007","","WARD JR."
"1556","4630 14TH ST NW","ABRA‐
091373","Active","Fetlework Wolde","Ethiopia Restaurant & 
Market","4630 14TH ST, NW, 
WASHINGTON, DC 20011","SMD 
4C03","C","Restaurant","NOV 2012",201211,"FY2012","FETLEWORK  WOLDE","CLARISE WARD"
"1557","4654 WISCONSIN AVE NW","ABRA‐
078790","Active","Chen & Zheng Inc.","Satay Club Asian 
Restaurant","4654 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","DEC 2005",200512,"FY2005","","H AND H SPA INC"
"1558","4654 WISCONSIN AVE NW","ABRA‐
078790","Active","Chen & Zheng Inc.","Satay Club Asian 
Restaurant","4654 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","DEC 2002",200212,"FY2002","","H AND H SPA INC"
"1559","4654 WISCONSIN AVE NW","ABRA‐
078790","Active","Chen & Zheng Inc.","Satay Club Asian 
Restaurant","4654 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","SEP 2008",200809,"FY2008","CHEN & ZHENG, INC.","CHEN & ZHENG, INC."
"1560","4706 14TH ST NW","ABRA‐
083931","Active","BMWG, LLC","The Highlands","4706 14TH ST, NW, 
WASHINGTON, DC 20011","SMD 
4C02","C","Restaurant","JAN 2008",200801,"FY2008","","STALLWORTH"
"1561","4706 14TH ST NW","ABRA‐
083931","Active","BMWG, LLC","The Highlands","4706 14TH ST, NW, 
WASHINGTON, DC 20011","SMD 
4C02","C","Restaurant","MAR 2010",201003,"FY2010","B M W G , LLC.","B M W G, LLC"
"1563","4809 GEORGIA AVE NW","ABRA‐
092705","Active","SANDOVAN INC.","Sandovan Restaurant & 
Lounge","4809 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4D06","C","Tavern","AUG 2010",201008,"FY2010","RAS  RESTAURANT  & LOUNGE, LLC","AYAHELUSHEM KEBEDE"
"1564","4809 GEORGIA AVE NW","ABRA‐
092705","Active","SANDOVAN INC.","Sandovan Restaurant & 
Lounge","4809 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4D06","C","Tavern","JUN 2013",201306,"FY2013","","AYAHELUSHEM KEBEDE"
"1565","4811 GEORGIA AVE NW","ABRA‐
096523","Active","Juanitas Inc.","Okapi","4811 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4D06","C","Tavern","JUL 2014",201407,"FY2014","","THOMAS J JOSEPH"
"1566","4811 GEORGIA AVE NW","ABRA‐
096523","Active","Juanitas Inc.","Okapi","4811 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4D06","C","Tavern","JUL 2014",201407,"FY2014","","THOMAS J JOSEPH"
"1567","4811 GEORGIA AVE NW","ABRA‐
096523","Active","Juanitas Inc.","Okapi","4811 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4D06","C","Tavern","JUL 2007",200707,"FY2007","","ABBY DUTTA"
"1568","4815 GEORGIA AVE NW","ABRA‐
100407","Active","MS. HANA   LLC.","Mignot","4815 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4D06","C","Restaurant","MAR 2015",201503,"FY2015","","METROPOLITAN INVESTMENT PROPERTIES LLC"
"1569","4815 GEORGIA AVE NW","ABRA‐
100407","Active","MS. HANA   LLC.","Mignot","4815 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4D06","C","Restaurant","MAR 2015",201503,"FY2015","","METROPOLITAN INVESTMENT PROPERTIES LLC"
"1570","4815 GEORGIA AVE NW","ABRA‐
100407","Active","MS. HANA   LLC.","Mignot","4815 GEORGIA AVE, NW, 
WASHINGTON, DC 20011","SMD 
4D06","C","Restaurant","DEC 2008",200812,"FY2008","FUSION D & Q L.L.C.","FUSION D & Q, L.L.C."
"1571","4830 MACARTHUR BLVD NW","ABRA‐
091976","Active","4830 MacArthur Blvd. Inc.","Little China Cafe","4830 MACARTHUR BLVD, NW, 
WASHINGTON, DC 20007","SMD 
3D05","D","Restaurant","APR 2015",201504,"FY2015","","BENSON T. FOGLE AND SONJA FOGLE"
"1572","4830 MACARTHUR BLVD NW","ABRA‐
091976","Active","4830 MacArthur Blvd. Inc.","Little China Cafe","4830 MACARTHUR BLVD, NW, 
WASHINGTON, DC 20007","SMD 
3D05","D","Restaurant","FEB 2013",201302,"FY2013","","BENSON T FOGLE"
"1574","4872 MASSACHUSETTS AVE NW","ABRA‐
080772","Active","PQ Spring Valley, Inc.","Le Pain Quotidien","4872 MASSACHUSETTS AVE, 
NW, WASHINGTON, DC 20016","SMD 
3D03","D","Restaurant","SEP 2001",200109,"FY2001","","W.C. & AN MILLER CO."
"1575","4872 MASSACHUSETTS AVE NW","ABRA‐
080772","Active","PQ Spring Valley, Inc.","Le Pain Quotidien","4872 MASSACHUSETTS AVE, 
NW, WASHINGTON, DC 20016","SMD 
3D03","D","Restaurant","DEC 2008",200812,"FY2008","PQ SPRING VALLEY, INC.","W C AND A N MILLER REFERRAL CO"
"1577","4907 WISCONSIN AVE NW","ABRA‐
072038","Active","Style Concept studio, LLC","Le Chat Noir","4907 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","AUG 2003",200308,"FY2003","","RS MANAGEMENT CORPORATION"
"1578","4907 WISCONSIN AVE NW","ABRA‐
072038","Active","Style Concept studio, LLC","Le Chat Noir","4907 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","DEC 2004",200412,"FY2004","","STYLE CONCEPT STUDIO"
"1579","4907 WISCONSIN AVE NW","ABRA‐
072038","Active","Style Concept studio, LLC","Le Chat Noir","4907 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","JUN 2007",200706,"FY2007","","STYLE CONCEPT STUDIO, LLC"
"1580","4909 WISCONSIN AVE NW","ABRA‐
083570","Active","Narveer, Inc.","Cafe of India","4909 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","NOV 2013",201311,"FY2013","","4909 WISCONSIN  LLC"
"1581","4909 WISCONSIN AVE NW","ABRA‐
083570","Active","Narveer, Inc.","Cafe of India","4909 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016","SMD 
3E03","C","Restaurant","DEC 2009",200912,"FY2009","NARVEER INC","4909 WISCONSIN  LLC"
"1583","50 MASSACHUSETTS AVE NE","ABRA‐
013327","Active","Ark DC Kiosk Inc","Center Cafe","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","SEP 2008",200809,"FY2008","PIZZERIA UNO OF UNION STATION","PIZZERIA UNO OF UNION STATION INC"
"1584","50 MASSACHUSETTS AVE NE","ABRA‐
013327","Active","Ark DC Kiosk Inc","Center Cafe","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","JAN 2007",200701,"FY2007","","CAJUN & GRILL OF UNION STATION"
"1585","50 MASSACHUSETTS AVE NE","ABRA‐
013327","Active","Ark DC Kiosk Inc","Center Cafe","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","SEP 2004",200409,"FY2004","","NEUHAUS CHOCOLATES USA INC"
"1586","50 MASSACHUSETTS AVE NE","ABRA‐
013327","Active","Ark DC Kiosk Inc","Center Cafe","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","NOV 2014",201411,"FY2014","","WASHINGTON TERMINAL COMPANY"
"1587","50 MASSACHUSETTS AVE NE","ABRA‐
094919","Active","Shake Shack Union 
Station Washington DC, 
LLC","Shake Shack","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","D","Restaurant","SEP 2008",200809,"FY2008","PIZZERIA UNO OF UNION STATION","PIZZERIA UNO OF UNION STATION INC"
"1588","50 MASSACHUSETTS AVE NE","ABRA‐
094919","Active","Shake Shack Union 
Station Washington DC, 
LLC","Shake Shack","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","D","Restaurant","JAN 2007",200701,"FY2007","","CAJUN & GRILL OF UNION STATION"
"1589","50 MASSACHUSETTS AVE NE","ABRA‐
094919","Active","Shake Shack Union 
Station Washington DC, 
LLC","Shake Shack","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","D","Restaurant","SEP 2004",200409,"FY2004","","NEUHAUS CHOCOLATES USA INC"
"1590","50 MASSACHUSETTS AVE NE","ABRA‐
094919","Active","Shake Shack Union 
Station Washington DC, 
LLC","Shake Shack","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","D","Restaurant","NOV 2014",201411,"FY2014","","WASHINGTON TERMINAL COMPANY"
"1591","50 MASSACHUSETTS AVE NE","ABRA‐
026658","Active","Ark Southwest D.C. Corp","Thunder Grill","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Restaurant","SEP 2008",200809,"FY2008","PIZZERIA UNO OF UNION STATION","PIZZERIA UNO OF UNION STATION INC"
"1592","50 MASSACHUSETTS AVE NE","ABRA‐
026658","Active","Ark Southwest D.C. Corp","Thunder Grill","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Restaurant","JAN 2007",200701,"FY2007","","CAJUN & GRILL OF UNION STATION"
"1593","50 MASSACHUSETTS AVE NE","ABRA‐
026658","Active","Ark Southwest D.C. Corp","Thunder Grill","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Restaurant","SEP 2004",200409,"FY2004","","NEUHAUS CHOCOLATES USA INC"
"1594","50 MASSACHUSETTS AVE NE","ABRA‐
026658","Active","Ark Southwest D.C. Corp","Thunder Grill","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Restaurant","NOV 2014",201411,"FY2014","","WASHINGTON TERMINAL COMPANY"
"1595","50 MASSACHUSETTS AVE NE","ABRA‐
092075","Active","PQ Union Station, Inc.","Le Pain Quotidien","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","D","Restaurant","SEP 2008",200809,"FY2008","PIZZERIA UNO OF UNION STATION","PIZZERIA UNO OF UNION STATION INC"
"1596","50 MASSACHUSETTS AVE NE","ABRA‐
092075","Active","PQ Union Station, Inc.","Le Pain Quotidien","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","D","Restaurant","JAN 2007",200701,"FY2007","","CAJUN & GRILL OF UNION STATION"
"1597","50 MASSACHUSETTS AVE NE","ABRA‐
092075","Active","PQ Union Station, Inc.","Le Pain Quotidien","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","D","Restaurant","SEP 2004",200409,"FY2004","","NEUHAUS CHOCOLATES USA INC"
"1598","50 MASSACHUSETTS AVE NE","ABRA‐
092075","Active","PQ Union Station, Inc.","Le Pain Quotidien","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","D","Restaurant","NOV 2014",201411,"FY2014","","WASHINGTON TERMINAL COMPANY"
"1599","50 MASSACHUSETTS AVE NE","ABRA‐
097214","Active","SHOPHOUSE, LLC","SHOPHOUSE SOUTHEAST 
ASIAN KITCHEN","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC","SMD 
6C04","D","Restaurant","SEP 2008",200809,"FY2008","PIZZERIA UNO OF UNION STATION","PIZZERIA UNO OF UNION STATION INC"
"1600","50 MASSACHUSETTS AVE NE","ABRA‐
097214","Active","SHOPHOUSE, LLC","SHOPHOUSE SOUTHEAST 
ASIAN KITCHEN","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC","SMD 
6C04","D","Restaurant","JAN 2007",200701,"FY2007","","CAJUN & GRILL OF UNION STATION"
"1601","50 MASSACHUSETTS AVE NE","ABRA‐
097214","Active","SHOPHOUSE, LLC","SHOPHOUSE SOUTHEAST 
ASIAN KITCHEN","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC","SMD 
6C04","D","Restaurant","SEP 2004",200409,"FY2004","","NEUHAUS CHOCOLATES USA INC"
"1602","50 MASSACHUSETTS AVE NE","ABRA‐
097214","Active","SHOPHOUSE, LLC","SHOPHOUSE SOUTHEAST 
ASIAN KITCHEN","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC","SMD 
6C04","D","Restaurant","NOV 2014",201411,"FY2014","","WASHINGTON TERMINAL COMPANY"
"1603","50 MASSACHUSETTS AVE NE","ABRA‐
099949","Active","Sugar Factory Union 
Station, LLC","Sugar Factory","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","SEP 2008",200809,"FY2008","PIZZERIA UNO OF UNION STATION","PIZZERIA UNO OF UNION STATION INC"
"1604","50 MASSACHUSETTS AVE NE","ABRA‐
099949","Active","Sugar Factory Union 
Station, LLC","Sugar Factory","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","JAN 2007",200701,"FY2007","","CAJUN & GRILL OF UNION STATION"
"1605","50 MASSACHUSETTS AVE NE","ABRA‐
099949","Active","Sugar Factory Union 
Station, LLC","Sugar Factory","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","SEP 2004",200409,"FY2004","","NEUHAUS CHOCOLATES USA INC"
"1606","50 MASSACHUSETTS AVE NE","ABRA‐
099949","Active","Sugar Factory Union 
Station, LLC","Sugar Factory","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","NOV 2014",201411,"FY2014","","WASHINGTON TERMINAL COMPANY"
"1607","50 MASSACHUSETTS AVE NE","ABRA‐
013377","Active","Pizzeria Uno of Union 
Station, Inc.","Uno Chicago Grill","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","SEP 2008",200809,"FY2008","PIZZERIA UNO OF UNION STATION","PIZZERIA UNO OF UNION STATION INC"
"1608","50 MASSACHUSETTS AVE NE","ABRA‐
013377","Active","Pizzeria Uno of Union 
Station, Inc.","Uno Chicago Grill","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","JAN 2007",200701,"FY2007","","CAJUN & GRILL OF UNION STATION"
"1609","50 MASSACHUSETTS AVE NE","ABRA‐
013377","Active","Pizzeria Uno of Union 
Station, Inc.","Uno Chicago Grill","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","SEP 2004",200409,"FY2004","","NEUHAUS CHOCOLATES USA INC"
"1610","50 MASSACHUSETTS AVE NE","ABRA‐
013377","Active","Pizzeria Uno of Union 
Station, Inc.","Uno Chicago Grill","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","NOV 2014",201411,"FY2014","","WASHINGTON TERMINAL COMPANY"
"1611","50 MASSACHUSETTS AVE NE","ABRA‐
025040","Active","Panda Rice Bowl, Inc.","East st Cafe","50 MASSACHUSETTS AVE, NE, 
STE K, WASHINGTON, DC 20002","SMD 
6C04","C","Restaurant","SEP 2008",200809,"FY2008","PIZZERIA UNO OF UNION STATION","PIZZERIA UNO OF UNION STATION INC"
"1612","50 MASSACHUSETTS AVE NE","ABRA‐
025040","Active","Panda Rice Bowl, Inc.","East st Cafe","50 MASSACHUSETTS AVE, NE, 
STE K, WASHINGTON, DC 20002","SMD 
6C04","C","Restaurant","JAN 2007",200701,"FY2007","","CAJUN & GRILL OF UNION STATION"
"1613","50 MASSACHUSETTS AVE NE","ABRA‐
025040","Active","Panda Rice Bowl, Inc.","East st Cafe","50 MASSACHUSETTS AVE, NE, 
STE K, WASHINGTON, DC 20002","SMD 
6C04","C","Restaurant","SEP 2004",200409,"FY2004","","NEUHAUS CHOCOLATES USA INC"
"1614","50 MASSACHUSETTS AVE NE","ABRA‐
025040","Active","Panda Rice Bowl, Inc.","East st Cafe","50 MASSACHUSETTS AVE, NE, 
STE K, WASHINGTON, DC 20002","SMD 
6C04","C","Restaurant","NOV 2014",201411,"FY2014","","WASHINGTON TERMINAL COMPANY"
"1615","50 MASSACHUSETTS AVE NE","ABRA‐
012509","Active","Gibson Associates 
Incorporated","Columbus Club","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","SEP 2008",200809,"FY2008","PIZZERIA UNO OF UNION STATION","PIZZERIA UNO OF UNION STATION INC"
"1616","50 MASSACHUSETTS AVE NE","ABRA‐
012509","Active","Gibson Associates 
Incorporated","Columbus Club","50 MASSACHUSETTS AVE, NE, 
WASHINGTON, DC 20002","SMD 
6C04","C","Tavern","JAN 2007",200701,"FY2007","","CAJUN & GRILL OF UNION STATION"
